user,total_changes,duration_s,changes_per_min,fano_factor_interevent,param_entropy_bits,alternation_index,avg_switch_interval_s,unique_params,simul_explore_events,simul_explore_rate,avg_abs_step,step_sd,max_abs_jump,backtrack_rate_lastN,avg_revisit_gap_steps
0,783,308.36335619999994,152.35273275962615,27.77701320169568,1.2072532347295741,0.014066496163682864,14.017122127272728,4,25,0.031928480204342274,0.7866645112107311,1.3304706238616855,25.0,0.03791857798165138,66.61071238702817
1,853,391.21980540000004,130.82159771454144,29.260068125363087,1.38947175352377,0.023474178403755867,10.265222779999998,4,48,0.05627198124267292,1.503886198120873,3.151262439886361,90.0,0.04868452399950756,49.4774075615873
2,1109,389.41787310000007,170.87043147326972,58.7238218625961,1.7991375715983007,0.015342960288808664,14.635822211764705,4,87,0.07844905320108206,0.8096810807312336,1.324240176931753,14.0,0.031086929658147067,58.20446173232228
3,1049,355.9158106,176.8395730830172,41.06025884703108,1.28534813948581,0.011450381679389313,8.983009958333326,4,74,0.07054337464251668,0.7829440210484624,1.152053079404232,17.0,0.02113324784344811,67.66801422613412
