user,param,start_time,end_time,from_value,to_value
0,amplitude,00:05:15.7068982,00:05:15.7314534,2.3,6.6
0,amplitude,00:05:15.7314534,00:05:15.7355798,6.6,7.2
0,amplitude,00:05:15.7355798,00:05:15.7474681,7.2,8.5
0,amplitude,00:05:15.7474681,00:05:15.7627048,8.5,9.7
0,amplitude,00:05:15.7627048,00:05:15.7817625,9.7,12.3
0,amplitude,00:05:15.7817625,00:05:15.7970429,12.3,13.1
0,amplitude,00:05:15.7970429,00:05:15.8151132,13.1,14.5
0,amplitude,00:05:15.8151132,00:05:15.8311435,14.5,15.2
0,amplitude,00:05:15.8311435,00:05:15.8478381,15.2,15.9
0,amplitude,00:05:15.8478381,00:05:15.8664858,15.9,16.4
0,amplitude,00:05:15.8664858,00:05:15.8804505,16.4,16.6
0,amplitude,00:05:15.8804505,00:05:15.8956910,16.6,17.1
0,amplitude,00:05:15.8956910,00:05:15.9131021,17.1,17.2
0,amplitude,00:05:15.9131021,00:05:15.9286088,17.2,17.4
0,amplitude,00:05:15.9286088,00:05:44.8089216,17.4,18.0
0,amplitude,00:05:44.8089216,00:05:44.8255257,18.0,30.9
0,amplitude,00:05:44.8255257,00:05:44.8640368,30.9,33.7
0,amplitude,00:05:44.8640368,00:05:44.8677365,33.7,33.9
0,amplitude,00:05:44.8677365,00:05:44.8793240,33.9,35.0
0,amplitude,00:05:44.8793240,00:05:44.8969027,35.0,35.8
0,amplitude,00:05:44.8969027,00:05:44.9146216,35.8,36.9
0,amplitude,00:05:44.9146216,00:05:44.9311098,36.9,37.8
0,amplitude,00:05:44.9311098,00:05:44.9464501,37.8,38.4
0,amplitude,00:05:44.9464501,00:05:44.9646211,38.4,38.8
0,amplitude,00:05:44.9646211,00:05:44.9811849,38.8,39.1
0,amplitude,00:05:44.9811849,00:05:44.9977647,39.1,39.5
0,amplitude,00:05:44.9977647,00:05:45.0141235,39.5,39.6
0,amplitude,00:05:45.0141235,00:05:45.0320095,39.6,39.7
0,amplitude,00:05:45.0320095,00:05:45.0488788,39.7,40.0
0,amplitude,00:05:45.0488788,00:05:45.0721472,40.0,40.1
0,amplitude,00:05:45.0721472,00:05:46.8916870,40.1,37.4
0,amplitude,00:05:46.8916870,00:05:46.9627560,37.4,40.5
0,amplitude,00:05:46.9627560,00:05:46.9688061,40.5,41.4
0,amplitude,00:05:46.9688061,00:05:46.9814256,41.4,44.6
0,amplitude,00:05:46.9814256,00:05:46.9985171,44.6,48.5
0,amplitude,00:05:46.9985171,00:05:47.0237801,48.5,51.4
0,amplitude,00:05:47.0237801,00:05:47.0295160,51.4,53.2
0,amplitude,00:05:47.0295160,00:05:47.0473336,53.2,54.8
0,amplitude,00:05:47.0473336,00:05:47.0647946,54.8,56.3
0,amplitude,00:05:47.0647946,00:05:47.0824646,56.3,57.1
0,amplitude,00:05:47.0824646,00:05:47.0982760,57.1,57.7
0,amplitude,00:05:47.0982760,00:05:47.1155355,57.7,58.1
0,amplitude,00:05:47.1155355,00:05:47.1306204,58.1,58.5
0,amplitude,00:05:47.1306204,00:05:47.1477390,58.5,58.8
0,amplitude,00:05:47.1477390,00:05:47.1655507,58.8,59.1
0,amplitude,00:05:47.1655507,00:05:47.1809200,59.1,59.2
0,amplitude,00:05:47.1809200,00:05:47.1973676,59.2,59.3
0,amplitude,00:05:47.1973676,00:05:47.2179044,59.3,59.5
0,amplitude,00:05:47.2179044,00:05:47.2468105,59.5,59.7
0,amplitude,00:05:47.2468105,00:05:47.2654255,59.7,59.8
0,amplitude,00:05:47.2654255,00:05:49.3157060,59.8,58.9
0,amplitude,00:05:49.3157060,00:05:49.3793285,58.9,52.0
0,amplitude,00:05:49.3793285,00:05:49.3981039,52.0,47.4
0,amplitude,00:05:49.3981039,00:05:49.4139872,47.4,43.0
0,amplitude,00:05:49.4139872,00:05:49.4313562,43.0,39.0
0,amplitude,00:05:49.4313562,00:05:49.4487297,39.0,34.1
0,amplitude,00:05:49.4487297,00:05:49.4642148,34.1,32.8
0,amplitude,00:05:49.4642148,00:05:49.4831080,32.8,29.6
0,amplitude,00:05:49.4831080,00:05:49.4986346,29.6,28.8
0,amplitude,00:05:49.4986346,00:05:49.5146486,28.8,27.5
0,amplitude,00:05:49.5146486,00:05:49.5298470,27.5,26.5
0,amplitude,00:05:49.5298470,00:05:49.5491577,26.5,25.1
0,amplitude,00:05:49.5491577,00:05:49.5634947,25.1,24.5
0,amplitude,00:05:49.5634947,00:05:49.5793397,24.5,24.1
0,amplitude,00:05:49.5793397,00:05:49.5965123,24.1,23.6
0,amplitude,00:05:49.5965123,00:05:49.6168087,23.6,23.2
0,amplitude,00:05:49.6168087,00:05:49.6309977,23.2,22.5
0,amplitude,00:05:49.6309977,00:05:49.6466269,22.5,21.7
0,amplitude,00:05:49.6466269,00:05:49.6633961,21.7,21.1
0,amplitude,00:05:49.6633961,00:05:49.6819066,21.1,20.4
0,amplitude,00:05:49.6819066,00:05:49.6976426,20.4,19.6
0,amplitude,00:05:49.6976426,00:05:49.7152788,19.6,18.7
0,amplitude,00:05:49.7152788,00:05:49.7317490,18.7,18.0
0,amplitude,00:05:49.7317490,00:05:49.7479085,18.0,17.2
0,amplitude,00:05:49.7479085,00:05:49.7641940,17.2,16.3
0,amplitude,00:05:49.7641940,00:05:49.7805242,16.3,15.8
0,amplitude,00:05:49.7805242,00:05:49.7984931,15.8,15.5
0,amplitude,00:05:49.7984931,00:05:49.8147160,15.5,15.4
0,amplitude,00:05:49.8147160,00:05:49.8320062,15.4,15.2
0,amplitude,00:05:49.8320062,00:05:54.6112260,15.2,17.4
0,amplitude,00:05:54.6112260,00:05:54.6217203,17.4,3.3
0,amplitude,00:05:54.6217203,00:05:54.6464753,3.3,0.0
0,amplitude,00:05:54.6464753,00:05:56.4490992,0.0,4.4
0,amplitude,00:05:56.4490992,00:05:56.4510289,4.4,5.6
0,amplitude,00:05:56.4510289,00:05:56.4643540,5.6,6.7
0,amplitude,00:05:56.4643540,00:05:56.4820579,6.7,9.8
0,amplitude,00:05:56.4820579,00:05:56.4969895,9.8,10.7
0,amplitude,00:05:56.4969895,00:05:56.5137726,10.7,12.3
0,amplitude,00:05:56.5137726,00:05:56.5310588,12.3,13.4
0,amplitude,00:05:56.5310588,00:05:56.5473937,13.4,14.7
0,amplitude,00:05:56.5473937,00:05:56.5653198,14.7,15.4
0,amplitude,00:05:56.5653198,00:05:56.5798953,15.4,16.0
0,amplitude,00:05:56.5798953,00:05:56.5962798,16.0,16.4
0,amplitude,00:05:56.5962798,00:05:56.6151811,16.4,16.9
0,amplitude,00:05:56.6151811,00:05:56.6300739,16.9,17.1
0,amplitude,00:05:56.6300739,00:05:56.6458609,17.1,17.5
0,amplitude,00:05:56.6458609,00:05:56.6643802,17.5,17.7
0,amplitude,00:05:56.6643802,00:05:56.6809821,17.7,18.0
0,amplitude,00:05:56.6809821,00:05:56.6977076,18.0,18.2
0,amplitude,00:05:56.6977076,00:05:56.7136651,18.2,18.3
0,amplitude,00:05:56.7136651,00:05:57.1624627,18.3,18.2
0,amplitude,00:05:57.1624627,00:05:57.1962270,18.2,18.1
0,amplitude,00:05:57.1962270,00:05:57.2176089,18.1,17.9
0,amplitude,00:05:57.2176089,00:05:57.2457412,17.9,17.6
0,amplitude,00:05:57.2457412,00:05:57.2638668,17.6,17.4
0,amplitude,00:05:57.2638668,00:05:57.2807779,17.4,17.2
0,amplitude,00:05:57.2807779,00:05:57.2972962,17.2,17.1
0,amplitude,00:05:57.2972962,00:05:57.3302225,17.1,17.0
0,amplitude,00:05:57.3302225,00:05:57.3483107,17.0,16.9
0,amplitude,00:05:57.3483107,00:05:57.3652286,16.9,16.8
0,amplitude,00:05:57.3652286,00:05:57.3957399,16.8,16.5
0,amplitude,00:05:57.3957399,00:05:57.4292026,16.5,16.4
0,amplitude,00:05:57.4292026,00:05:57.4458451,16.4,16.3
0,amplitude,00:05:57.4458451,00:05:57.4640607,16.3,16.2
0,amplitude,00:05:57.4640607,00:05:57.4963767,16.2,16.0
0,amplitude,00:05:57.4963767,00:06:15.1966235,16.0,18.1
0,amplitude,00:06:15.1966235,00:06:15.2075947,18.1,24.2
0,amplitude,00:06:15.2075947,00:06:15.2965091,24.2,27.3
0,amplitude,00:06:15.2965091,00:06:15.3148881,27.3,27.9
0,amplitude,00:06:15.3148881,00:06:15.3316755,27.9,28.3
0,amplitude,00:06:15.3316755,00:06:15.3481626,28.3,28.7
0,amplitude,00:06:15.3481626,00:06:15.3648067,28.7,28.9
0,amplitude,00:06:15.3648067,00:06:15.3827798,28.9,29.2
0,amplitude,00:06:15.3827798,00:06:15.8076537,29.2,26.2
0,amplitude,00:06:15.8076537,00:06:15.9233727,26.2,29.5
0,amplitude,00:06:15.9233727,00:06:15.9285029,29.5,30.1
0,amplitude,00:06:15.9285029,00:06:15.9469004,30.1,30.4
0,amplitude,00:06:15.9469004,00:06:15.9641731,30.4,31.1
0,amplitude,00:06:15.9641731,00:06:15.9883259,31.1,31.5
0,amplitude,00:06:15.9883259,00:06:16.0379479,31.5,31.6
0,amplitude,00:06:16.0379479,00:06:19.0685577,31.6,28.4
0,amplitude,00:06:19.0685577,00:06:19.1297226,28.4,26.2
0,amplitude,00:06:19.1297226,00:06:19.1490654,26.2,26.1
0,amplitude,00:06:19.1490654,00:06:19.1658375,26.1,25.9
0,amplitude,00:06:19.1658375,00:06:19.1821772,25.9,25.6
0,amplitude,00:06:19.1821772,00:06:19.3328879,25.6,25.5
0,amplitude,00:06:19.3328879,00:06:19.7478348,25.5,25.8
0,amplitude,00:06:19.7478348,00:06:19.7655957,25.8,25.9
0,amplitude,00:06:19.7655957,00:06:19.7819800,25.9,26.1
0,amplitude,00:06:19.7819800,00:06:19.7997203,26.1,26.2
0,amplitude,00:06:19.7997203,00:06:19.8159608,26.2,26.4
0,amplitude,00:06:19.8159608,00:06:19.8313201,26.4,26.6
0,amplitude,00:06:19.8313201,00:06:19.8485383,26.6,26.7
0,amplitude,00:06:19.8485383,00:06:19.8652805,26.7,27.0
0,amplitude,00:06:19.8652805,00:06:19.8817125,27.0,27.1
0,amplitude,00:06:19.8817125,00:06:19.9456185,27.1,27.2
0,amplitude,00:06:19.9456185,00:06:20.0301206,27.2,27.3
0,amplitude,00:06:20.0301206,00:06:20.2157129,27.3,27.5
0,amplitude,00:06:20.2157129,00:06:20.2308414,27.5,27.7
0,amplitude,00:06:20.2308414,00:06:21.4996651,27.7,26.5
0,amplitude,00:06:21.4996651,00:06:21.6316868,26.5,22.6
0,amplitude,00:06:21.6316868,00:06:21.6480549,22.6,21.5
0,amplitude,00:06:21.6480549,00:06:21.6640339,21.5,21.0
0,amplitude,00:06:21.6640339,00:06:21.6829185,21.0,20.0
0,amplitude,00:06:21.6829185,00:06:21.6973133,20.0,19.6
0,amplitude,00:06:21.6973133,00:06:21.7144582,19.6,19.1
0,amplitude,00:06:21.7144582,00:06:21.7310265,19.1,18.7
0,amplitude,00:06:21.7310265,00:06:21.7629560,18.7,18.5
0,amplitude,00:06:21.7629560,00:06:21.7798923,18.5,18.2
0,amplitude,00:06:21.7798923,00:06:21.7968124,18.2,18.1
0,amplitude,00:06:21.7968124,00:06:21.8137536,18.1,18.0
0,amplitude,00:06:21.8137536,00:06:21.8312684,18.0,17.9
0,amplitude,00:06:21.8312684,00:06:22.6954767,17.9,18.0
0,amplitude,00:06:22.6954767,00:06:46.5477998,18.0,19.1
0,amplitude,00:06:46.5477998,00:06:46.6136833,19.1,14.7
0,amplitude,00:06:46.6136833,00:06:46.6328307,14.7,10.7
0,amplitude,00:06:46.6328307,00:06:46.6497319,10.7,7.6
0,amplitude,00:06:46.6497319,00:06:46.6677643,7.6,0.7
0,amplitude,00:06:46.6677643,00:06:46.6826870,0.7,0.0
0,amplitude,00:06:46.6826870,00:07:34.9551426,0.0,0.5
0,amplitude,00:07:34.9551426,00:07:34.9681146,0.5,12.5
0,amplitude,00:07:34.9681146,00:07:35.2138891,12.5,15.7
0,amplitude,00:07:35.2138891,00:07:35.2327122,15.7,16.2
0,amplitude,00:07:35.2327122,00:07:35.2482175,16.2,16.6
0,amplitude,00:07:35.2482175,00:07:35.2642632,16.6,17.1
0,amplitude,00:07:35.2642632,00:07:35.2827526,17.1,17.6
0,amplitude,00:07:35.2827526,00:07:35.3005363,17.6,18.3
0,amplitude,00:07:35.3005363,00:07:35.3198523,18.3,19.4
0,amplitude,00:07:35.3198523,00:07:35.3321293,19.4,20.0
0,amplitude,00:07:35.3321293,00:07:35.3489930,20.0,20.7
0,amplitude,00:07:35.3489930,00:07:35.3664131,20.7,21.0
0,amplitude,00:07:35.3664131,00:07:35.3835564,21.0,21.4
0,amplitude,00:07:35.3835564,00:07:35.3992567,21.4,21.6
0,amplitude,00:07:35.3992567,00:07:35.4146626,21.6,22.0
0,amplitude,00:07:35.4146626,00:07:35.4413773,22.0,22.1
0,amplitude,00:07:35.4413773,00:07:35.4476547,22.1,22.4
0,amplitude,00:07:35.4476547,00:07:35.4647665,22.4,22.5
0,amplitude,00:07:35.4647665,00:07:35.4804735,22.5,22.8
0,amplitude,00:07:35.4804735,00:07:35.5020705,22.8,23.1
0,amplitude,00:07:35.5020705,00:07:35.5158802,23.1,23.4
0,amplitude,00:07:35.5158802,00:07:35.5318619,23.4,23.9
0,amplitude,00:07:35.5318619,00:07:35.5482285,23.9,24.4
0,amplitude,00:07:35.5482285,00:07:35.5666661,24.4,24.9
0,amplitude,00:07:35.5666661,00:07:35.5816570,24.9,25.4
0,amplitude,00:07:35.5816570,00:07:35.5991938,25.4,25.5
0,amplitude,00:07:35.5991938,00:07:35.6161881,25.5,25.9
0,amplitude,00:07:35.6161881,00:07:35.6330083,25.9,26.6
0,amplitude,00:07:35.6330083,00:07:35.6490542,26.6,27.2
0,amplitude,00:07:35.6490542,00:07:35.6671104,27.2,27.9
0,amplitude,00:07:35.6671104,00:07:35.6810544,27.9,28.2
0,amplitude,00:07:35.6810544,00:07:35.7001305,28.2,29.0
0,amplitude,00:07:35.7001305,00:07:35.7147724,29.0,29.5
0,amplitude,00:07:35.7147724,00:07:35.7310353,29.5,30.1
0,amplitude,00:07:35.7310353,00:07:35.7476463,30.1,30.6
0,amplitude,00:07:35.7476463,00:07:35.7650484,30.6,31.0
0,amplitude,00:07:35.7650484,00:07:35.7814354,31.0,31.5
0,amplitude,00:07:35.7814354,00:07:35.7998129,31.5,31.8
0,amplitude,00:07:35.7998129,00:07:35.8147204,31.8,32.2
0,amplitude,00:07:35.8147204,00:07:35.8335277,32.2,32.8
0,amplitude,00:07:35.8335277,00:07:35.8484966,32.8,33.2
0,amplitude,00:07:35.8484966,00:07:35.8635771,33.2,33.5
0,amplitude,00:07:35.8635771,00:07:35.8829030,33.5,34.1
0,amplitude,00:07:35.8829030,00:07:35.9006584,34.1,34.9
0,amplitude,00:07:35.9006584,00:07:35.9159340,34.9,35.2
0,amplitude,00:07:35.9159340,00:07:35.9327613,35.2,36.3
0,amplitude,00:07:35.9327613,00:07:35.9499001,36.3,37.1
0,amplitude,00:07:35.9499001,00:07:35.9647340,37.1,37.8
0,amplitude,00:07:35.9647340,00:07:35.9816223,37.8,38.5
0,amplitude,00:07:35.9816223,00:07:35.9975951,38.5,39.4
0,amplitude,00:07:35.9975951,00:07:36.0138001,39.4,40.1
0,amplitude,00:07:36.0138001,00:07:36.0302083,40.1,40.6
0,amplitude,00:07:36.0302083,00:07:36.0485319,40.6,41.1
0,amplitude,00:07:36.0485319,00:07:36.0642319,41.1,41.4
0,amplitude,00:07:36.0642319,00:07:36.0813536,41.4,41.6
0,amplitude,00:07:36.0813536,00:07:36.0982638,41.6,41.7
0,amplitude,00:07:36.0982638,00:07:36.1160606,41.7,41.9
0,amplitude,00:07:36.1160606,00:07:36.1319526,41.9,42.0
0,amplitude,00:07:36.1319526,00:07:36.1501135,42.0,42.3
0,amplitude,00:07:36.1501135,00:07:36.1641826,42.3,42.4
0,amplitude,00:07:36.1641826,00:07:36.1818669,42.4,42.5
0,amplitude,00:07:36.1818669,00:07:36.2000700,42.5,42.9
0,amplitude,00:07:36.2000700,00:07:36.2157510,42.9,43.1
0,amplitude,00:07:36.2157510,00:07:36.2321312,43.1,43.3
0,amplitude,00:07:36.2321312,00:07:36.2499444,43.3,43.7
0,amplitude,00:07:36.2499444,00:07:36.2670830,43.7,44.0
0,amplitude,00:07:36.2670830,00:07:36.2819563,44.0,44.5
0,amplitude,00:07:36.2819563,00:07:36.2971036,44.5,44.8
0,amplitude,00:07:36.2971036,00:07:36.3132040,44.8,45.1
0,amplitude,00:07:36.3132040,00:07:36.3304672,45.1,45.2
0,amplitude,00:07:36.3304672,00:07:36.3469772,45.2,45.4
0,amplitude,00:07:36.3469772,00:07:36.3649516,45.4,45.6
0,amplitude,00:07:36.3649516,00:07:36.3816639,45.6,45.7
0,amplitude,00:07:36.3816639,00:07:36.3975689,45.7,45.8
0,amplitude,00:07:36.3975689,00:07:36.4244697,45.8,45.9
0,amplitude,00:07:36.4244697,00:07:36.4648210,45.9,46.1
0,amplitude,00:07:36.4648210,00:07:36.4834378,46.1,46.3
0,amplitude,00:07:36.4834378,00:07:36.5150676,46.3,46.4
0,amplitude,00:07:36.5150676,00:07:36.5340661,46.4,46.5
0,amplitude,00:07:36.5340661,00:07:36.5490565,46.5,46.7
0,amplitude,00:07:36.5490565,00:07:36.5667419,46.7,46.8
0,amplitude,00:07:36.5667419,00:07:36.5836157,46.8,46.9
0,amplitude,00:07:36.5836157,00:07:36.5986701,46.9,47.0
0,amplitude,00:07:36.5986701,00:07:36.6479406,47.0,47.1
0,amplitude,00:07:36.6479406,00:07:36.6806355,47.1,47.3
0,amplitude,00:07:36.6806355,00:07:36.7152172,47.3,47.4
0,amplitude,00:07:36.7152172,00:07:36.8481310,47.4,47.5
0,amplitude,00:07:36.8481310,00:07:36.9998145,47.5,47.6
0,amplitude,00:07:36.9998145,00:07:37.1335629,47.6,47.8
0,amplitude,00:07:37.1335629,00:07:37.1818288,47.8,47.9
0,amplitude,00:07:37.1818288,00:07:37.2311075,47.9,48.0
0,amplitude,00:07:37.2311075,00:07:37.2803927,48.0,48.1
0,amplitude,00:07:37.2803927,00:07:37.7004238,48.1,48.2
0,amplitude,00:07:37.7004238,00:07:37.7638542,48.2,48.4
0,amplitude,00:07:37.7638542,00:07:37.7816218,48.4,48.5
0,amplitude,00:07:37.7816218,00:07:37.8141925,48.5,48.6
0,amplitude,00:07:37.8141925,00:07:37.8324695,48.6,48.7
0,amplitude,00:07:37.8324695,00:07:37.8483282,48.7,49.0
0,amplitude,00:07:37.8483282,00:07:37.8645851,49.0,49.1
0,amplitude,00:07:37.8645851,00:07:37.8804259,49.1,49.2
0,amplitude,00:07:37.8804259,00:07:37.8982466,49.2,49.5
0,amplitude,00:07:37.8982466,00:07:37.9140836,49.5,49.8
0,amplitude,00:07:37.9140836,00:07:37.9315210,49.8,50.3
0,amplitude,00:07:37.9315210,00:07:37.9486690,50.3,50.8
0,amplitude,00:07:37.9486690,00:07:37.9671265,50.8,51.4
0,amplitude,00:07:37.9671265,00:07:37.9839836,51.4,53.6
0,amplitude,00:07:37.9839836,00:07:37.9978669,53.6,58.5
0,amplitude,00:07:37.9978669,00:07:38.0173321,58.5,62.2
0,amplitude,00:07:38.0173321,00:07:38.0322640,62.2,63.9
0,amplitude,00:07:38.0322640,00:07:38.0502469,63.9,67.1
0,amplitude,00:07:38.0502469,00:07:38.0641722,67.1,69.4
0,amplitude,00:07:38.0641722,00:07:38.0812365,69.4,71.9
0,amplitude,00:07:38.0812365,00:07:38.0975283,71.9,73.0
0,amplitude,00:07:38.0975283,00:07:38.1141373,73.0,73.8
0,amplitude,00:07:38.1141373,00:07:38.1326105,73.8,74.3
0,amplitude,00:07:38.1326105,00:07:38.1477901,74.3,74.4
0,amplitude,00:07:38.1477901,00:07:38.1642982,74.4,72.7
0,amplitude,00:07:38.1642982,00:07:38.1849920,72.7,66.2
0,amplitude,00:07:38.1849920,00:07:38.2020262,66.2,51.6
0,amplitude,00:07:38.2020262,00:07:38.2144927,51.6,39.7
0,amplitude,00:07:38.2144927,00:07:38.2351002,39.7,29.3
0,amplitude,00:07:38.2351002,00:07:38.2484457,29.3,20.9
0,amplitude,00:07:38.2484457,00:07:38.2668742,20.9,13.6
0,amplitude,00:07:38.2668742,00:07:38.2846662,13.6,7.8
0,amplitude,00:07:38.2846662,00:07:38.2974723,7.8,3.1
0,amplitude,00:07:38.2974723,00:07:38.3164343,3.1,0.0
0,amplitude,00:07:38.3164343,00:07:44.2923284,0.0,1.8
0,amplitude,00:07:44.2923284,00:07:44.3831872,1.8,4.5
0,amplitude,00:07:44.3831872,00:07:44.3880700,4.5,5.3
0,amplitude,00:07:44.3880700,00:07:44.4032198,5.3,6.6
0,amplitude,00:07:44.4032198,00:07:44.4186156,6.6,9.7
0,amplitude,00:07:44.4186156,00:07:44.4349551,9.7,11.8
0,amplitude,00:07:44.4349551,00:07:44.4492621,11.8,14.7
0,amplitude,00:07:44.4492621,00:07:44.4689676,14.7,17.2
0,amplitude,00:07:44.4689676,00:07:44.4834413,17.2,19.6
0,amplitude,00:07:44.4834413,00:07:44.5002472,19.6,21.7
0,amplitude,00:07:44.5002472,00:07:44.5181050,21.7,24.3
0,amplitude,00:07:44.5181050,00:07:44.5311060,24.3,24.9
0,amplitude,00:07:44.5311060,00:07:44.5483931,24.9,26.1
0,amplitude,00:07:44.5483931,00:07:44.5656846,26.1,27.3
0,amplitude,00:07:44.5656846,00:07:44.5827618,27.3,28.7
0,amplitude,00:07:44.5827618,00:07:44.5992552,28.7,29.5
0,amplitude,00:07:44.5992552,00:07:44.6149792,29.5,30.4
0,amplitude,00:07:44.6149792,00:07:44.6307140,30.4,31.1
0,amplitude,00:07:44.6307140,00:07:44.6462512,31.1,31.7
0,amplitude,00:07:44.6462512,00:07:44.6632646,31.7,32.4
0,amplitude,00:07:44.6632646,00:07:44.6803580,32.4,32.9
0,amplitude,00:07:44.6803580,00:07:44.6973856,32.9,33.3
0,amplitude,00:07:44.6973856,00:07:44.7148845,33.3,33.9
0,amplitude,00:07:44.7148845,00:07:44.7344960,33.9,34.4
0,amplitude,00:07:44.7344960,00:07:44.7518782,34.4,35.4
0,amplitude,00:07:44.7518782,00:07:44.7651001,35.4,35.7
0,amplitude,00:07:44.7651001,00:07:44.7815488,35.7,36.6
0,amplitude,00:07:44.7815488,00:07:44.8000254,36.6,37.8
0,amplitude,00:07:44.8000254,00:07:44.8174162,37.8,40.8
0,amplitude,00:07:44.8174162,00:07:44.8328837,40.8,42.3
0,amplitude,00:07:44.8328837,00:07:44.8507426,42.3,46.4
0,amplitude,00:07:44.8507426,00:07:44.8664404,46.4,49.2
0,amplitude,00:07:44.8664404,00:07:44.8835155,49.2,55.8
0,amplitude,00:07:44.8835155,00:07:44.8999093,55.8,60.3
0,amplitude,00:07:44.8999093,00:07:44.9159471,60.3,64.3
0,amplitude,00:07:44.9159471,00:07:44.9296962,64.3,67.8
0,amplitude,00:07:44.9296962,00:07:44.9499308,67.8,70.9
0,amplitude,00:07:44.9499308,00:07:44.9650285,70.9,73.3
0,amplitude,00:07:44.9650285,00:07:44.9822710,73.3,75.3
0,amplitude,00:07:44.9822710,00:07:44.9980896,75.3,77.0
0,amplitude,00:07:44.9980896,00:07:45.0148653,77.0,78.5
0,amplitude,00:07:45.0148653,00:07:45.0321239,78.5,79.6
0,amplitude,00:07:45.0321239,00:07:45.0467812,79.6,80.5
0,amplitude,00:07:45.0467812,00:07:45.0681348,80.5,81.1
0,amplitude,00:07:45.0681348,00:07:45.0836428,81.1,81.8
0,amplitude,00:07:45.0836428,00:07:45.0981205,81.8,82.4
0,amplitude,00:07:45.0981205,00:07:45.1167397,82.4,83.0
0,amplitude,00:07:45.1167397,00:07:45.1329536,83.0,83.6
0,amplitude,00:07:45.1329536,00:07:45.1499164,83.6,84.0
0,amplitude,00:07:45.1499164,00:07:45.1666607,84.0,84.2
0,amplitude,00:07:45.1666607,00:07:45.1832935,84.2,84.6
0,amplitude,00:07:45.1832935,00:07:45.2007177,84.6,85.0
0,amplitude,00:07:45.2007177,00:07:45.2155383,85.0,85.3
0,amplitude,00:07:45.2155383,00:07:45.2390737,85.3,85.8
0,amplitude,00:07:45.2390737,00:07:45.2469541,85.8,85.9
0,amplitude,00:07:45.2469541,00:07:45.2647835,85.9,86.4
0,amplitude,00:07:45.2647835,00:07:45.2813281,86.4,86.9
0,amplitude,00:07:45.2813281,00:07:45.2984894,86.9,87.5
0,amplitude,00:07:45.2984894,00:07:45.3146809,87.5,88.4
0,amplitude,00:07:45.3146809,00:07:45.3323638,88.4,89.2
0,amplitude,00:07:45.3323638,00:07:45.3513022,89.2,89.9
0,amplitude,00:07:45.3513022,00:07:45.3647706,89.9,90.0
0,amplitude,00:07:45.3647706,00:07:46.6314980,90.0,87.7
0,amplitude,00:07:46.6314980,00:07:46.6525046,87.7,80.6
0,amplitude,00:07:46.6525046,00:07:46.6664944,80.6,71.6
0,amplitude,00:07:46.6664944,00:07:46.6819716,71.6,62.8
0,amplitude,00:07:46.6819716,00:07:46.6986261,62.8,50.6
0,amplitude,00:07:46.6986261,00:07:46.7141974,50.6,43.1
0,amplitude,00:07:46.7141974,00:07:46.7319048,43.1,36.1
0,amplitude,00:07:46.7319048,00:07:46.7483869,36.1,30.0
0,amplitude,00:07:46.7483869,00:07:46.7651348,30.0,24.9
0,amplitude,00:07:46.7651348,00:07:46.7843992,24.9,20.4
0,amplitude,00:07:46.7843992,00:07:46.7989662,20.4,16.9
0,amplitude,00:07:46.7989662,00:07:46.8158330,16.9,13.6
0,amplitude,00:07:46.8158330,00:07:46.8345795,13.6,10.9
0,amplitude,00:07:46.8345795,00:07:46.8507336,10.9,8.5
0,amplitude,00:07:46.8507336,00:07:46.8679916,8.5,5.0
0,amplitude,00:07:46.8679916,00:07:46.8818399,5.0,3.8
0,amplitude,00:07:46.8818399,00:07:46.8994701,3.8,0.5
0,amplitude,00:07:46.8994701,00:07:46.9165819,0.5,0.0
0,amplitude,00:07:46.9165819,00:08:24.1070285,0.0,3.9
0,amplitude,00:08:24.1070285,00:08:24.2190669,3.9,7.8
0,amplitude,00:08:24.2190669,00:08:24.2233932,7.8,8.7
0,amplitude,00:08:24.2233932,00:08:24.2345705,8.7,9.6
0,amplitude,00:08:24.2345705,00:08:24.2533988,9.6,12.8
0,amplitude,00:08:24.2533988,00:08:24.2688899,12.8,14.3
0,amplitude,00:08:24.2688899,00:08:24.2858678,14.3,15.2
0,amplitude,00:08:24.2858678,00:08:24.3018747,15.2,16.8
0,amplitude,00:08:24.3018747,00:08:24.3194127,16.8,17.4
0,amplitude,00:08:24.3194127,00:08:24.3331436,17.4,18.3
0,amplitude,00:08:24.3331436,00:08:24.3505503,18.3,19.6
0,amplitude,00:08:24.3505503,00:08:24.3672422,19.6,19.9
0,amplitude,00:08:24.3672422,00:08:24.3844207,19.9,20.9
0,amplitude,00:08:24.3844207,00:08:24.4000341,20.9,21.3
0,amplitude,00:08:24.4000341,00:08:24.4183653,21.3,21.7
0,amplitude,00:08:24.4183653,00:08:24.4327402,21.7,22.2
0,amplitude,00:08:24.4327402,00:08:24.4501784,22.2,22.4
0,amplitude,00:08:24.4501784,00:08:24.4675235,22.4,22.7
0,amplitude,00:08:24.4675235,00:08:24.4833069,22.7,23.1
0,amplitude,00:08:24.4833069,00:08:24.4973181,23.1,23.3
0,amplitude,00:08:24.4973181,00:08:24.5172131,23.3,23.6
0,amplitude,00:08:24.5172131,00:08:24.5331135,23.6,24.1
0,amplitude,00:08:24.5331135,00:08:24.5493418,24.1,24.4
0,amplitude,00:08:24.5493418,00:08:24.5667384,24.4,24.7
