session_id,user_id,segment_id,seg_start,seg_end,seg_trend,segment_duration,segment_index_norm,num_actions,num_action_types,action_entropy,dominant_action_share,mean_step_size,var_step_size,zigzag_ratio,undo_ratio,action_rate,mean_pause,config_dist_prev,config_dist_prev2,mean_speed,delta_speed_prev,delta_speed_prev2,has_events,is_dull_speed,num_params_used,dominant_param_share,single_param_cluster_ratio,repeat_run_len,coord_activity_ratio,coord_num_partners,structured_exploration_prob,structured_exploration_pred,random_trial_error_prob,random_trial_error_pred,systematic_parameter_sweep_prob,systematic_parameter_sweep_pred,goal_directed_tuning_prob,goal_directed_tuning_pred,iterative_finetuning_prob,iterative_finetuning_pred,incremental_adjustment_prob,incremental_adjustment_pred,repetition_practice_prob,repetition_practice_pred,backtracking_recovery_prob,backtracking_recovery_pred,inactivity_wait_prob,inactivity_wait_pred,global_strategy_label,global_strategy_max_prob
session_1,3,61,970.034,976.474,decreasing,6.440000000000055,0.8133333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.440000000000055,0.0,0.0,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,0,62,976.507,994.726,increasing,18.21900000000005,0.8266666666666667,89,2,0.1474037366556679,0.9662921348314608,0.5797752808988763,7.658242646130537,0.034090909090909,0.0,4.8850101542345765,0.187950447727272,27.6,44.8,1.0,2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.0,0,0.2,0,0.7,1,0.7000000000000001,1,0.2,0,1.0,1,0.5,1,0.0,0,0.0,0,incremental_adjustment,1.0
session_1,1,62,976.507,994.726,increasing,18.21900000000005,0.8266666666666667,1,1,-0.0,1.0,0.0,0.0,0.0,0.0,0.0548877545419615,18.21900000000005,35.099999999999994,35.099999999999994,1.0,2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,0.5,1,0.8999999999999999,1,0.8,1,0.6,1,0.5,1,0.0,0,0.0,0,goal_directed_tuning,0.8999999999999999
session_1,2,62,976.507,994.726,increasing,18.21900000000005,0.8266666666666667,2,2,0.6931471805599453,0.5,6.500000000000002,0.0,1.0,0.0,0.109775509083923,1.1457658000000492,21.6,7.899999999999999,1.0,2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.2,0,0.7,1,0.5,1,0.7000000000000001,1,0.4,0,0.6,1,0.2,0,0.0,0,0.0,0,goal_directed_tuning,0.7000000000000001
session_1,3,62,976.507,994.726,increasing,18.21900000000005,0.8266666666666667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21900000000005,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
session_1,0,63,994.759,1001.933,decreasing,7.173999999999978,0.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173999999999978,0.0,27.6,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,1,63,994.759,1001.933,decreasing,7.173999999999978,0.84,1,1,-0.0,1.0,0.0,0.0,0.0,0.0,0.139392249790912,7.173999999999978,75.1,40.0,-1.0,-2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.0,0,0.0,0,0.5,1,0.5,1,0.8,1,0.3,0,0.5,1,0.0,0,0.0,0,iterative_finetuning,0.8
session_1,2,63,994.759,1001.933,decreasing,7.173999999999978,0.84,25,3,0.8300282389569186,0.52,0.0223402399999999,0.0001588856335775,0.0434782608695652,0.0,3.4848062447728014,0.0499245333333343,0.0872662000000001,21.600176281448785,-1.0,-2.0,0.0,1,0,1,1.0,1.0,1,0.0,0,0.8,1,0.3,0,1.0,1,0.6,1,0.8,1,0.3,0,0.0,0,0.0,0,0.0,0,systematic_parameter_sweep,1.0
session_1,3,63,994.759,1001.933,decreasing,7.173999999999978,0.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.173999999999978,0.0,0.0,-1.0,-2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.5,1,0.6000000000000001,1,0.3,0,0.5,1,0.0,0,0.6,1,iterative_finetuning,0.6000000000000001
session_1,0,64,1001.966,1012.61,increasing,10.644000000000004,0.8533333333333334,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.644000000000004,0.0,0.0,1.0,2.0,0.0,0,0,0,0.0,0.0,1,0.0,0,0.2,0,0.0,0,0.3,0,0.8999999999999999,1,0.6000000000000001,1,0.6,1,0.5,1,0.0,0,0.6,1,goal_directed_tuning,0.8999999999999999
