frame,timestamp_sec,speed_px/s,distance_px/s
8943,298.3976,108.059,3.606
8944,298.4310,60.407,2.016
8945,298.4644,100.523,3.354
8946,298.4977,99.963,3.335
8947,298.5311,64.016,2.136
8948,298.5645,27.015,0.901
8949,298.5978,23.693,0.791
8950,298.6312,33.508,1.118
8951,298.6646,33.508,1.118
8952,298.6979,30.892,1.031
8953,298.7313,27.015,0.901
8954,298.7647,10.596,0.354
8955,298.7980,7.493,0.250
8956,298.8314,27.015,0.901
8957,298.8648,64.453,2.151
8958,298.8981,42.384,1.414
8959,298.9315,64.453,2.151
8960,298.9649,64.453,2.151
8961,298.9982,80.697,2.693
8962,299.0316,43.689,1.458
8963,299.0650,52.980,1.768
8964,299.0983,31.788,1.061
8965,299.1317,60.407,2.016
8966,299.1651,69.078,2.305
8967,299.1984,47.387,1.581
8968,299.2318,42.384,1.414
8969,299.2652,16.754,0.559
8970,299.2985,45.575,1.521
8971,299.3319,23.693,0.791
8972,299.3653,37.463,1.250
8973,299.3986,16.754,0.559
8974,299.4320,29.970,1.000
8975,299.4654,38.205,1.275
8976,299.4987,30.892,1.031
8977,299.5321,0.000,0.000
8978,299.5655,23.693,0.791
8979,299.5988,14.985,0.500
8980,299.6322,10.596,0.354
8981,299.6656,21.192,0.707
8982,299.6989,23.693,0.791
8983,299.7323,16.754,0.559
8984,299.7657,10.596,0.354
8985,299.7990,16.754,0.559
8986,299.8324,14.985,0.500
8987,299.8658,7.493,0.250
8988,299.8991,10.596,0.354
8989,299.9325,23.693,0.791
8990,299.9659,10.596,0.354
8991,299.9992,30.892,1.031
8992,300.0326,64.016,2.136
8993,300.0660,21.192,0.707
8994,300.0993,31.788,1.061
8995,300.1327,29.970,1.000
8996,300.1661,30.892,1.031
8997,300.1994,23.693,0.791
8998,300.2328,10.596,0.354
8999,300.2662,117.037,3.905
9000,300.2995,47.976,1.601
9001,300.3329,42.384,1.414
9002,300.3663,69.078,2.305
9003,300.3996,144.121,4.809
9004,300.4330,85.428,2.850
9005,300.4664,27.015,0.901
9006,300.4997,47.976,1.601
9007,300.5331,37.463,1.250
9008,300.5665,52.980,1.768
9009,300.5998,21.192,0.707
9010,300.6332,23.693,0.791
9011,300.6666,57.061,1.904
9012,300.6999,27.015,0.901
9013,300.7333,40.348,1.346
9014,300.7667,63.576,2.121
9015,300.8000,67.015,2.236
9016,300.8334,37.463,1.250
9017,300.8668,85.428,2.850
9018,300.9001,37.463,1.250
9019,300.9335,47.976,1.601
9020,300.9669,60.407,2.016
9021,301.0002,33.508,1.118
9022,301.0336,0.000,0.000
9023,301.0670,29.970,1.000
9024,301.1003,83.769,2.795
9025,301.1337,40.348,1.346
9026,301.1671,33.508,1.118
9027,301.2004,47.387,1.581
9028,301.2338,37.463,1.250
9029,301.2672,14.985,0.500
9030,301.3005,44.955,1.500
9031,301.3339,38.205,1.275
9032,301.3673,27.015,0.901
9033,301.4006,23.693,0.791
9034,301.4340,40.348,1.346
9035,301.4674,38.205,1.275
9036,301.5007,47.976,1.601
9037,301.5341,23.693,0.791
9038,301.5675,23.693,0.791
9039,301.6008,42.384,1.414
9040,301.6342,42.384,1.414
9041,301.6676,0.000,0.000
9042,301.7009,10.596,0.354
9043,301.7343,10.596,0.354
9044,301.7677,23.693,0.791
9045,301.8010,22.478,0.750
9046,301.8344,7.493,0.250
9047,301.8678,16.754,0.559
9048,301.9011,10.596,0.354
9049,301.9345,29.970,1.000
9050,301.9679,30.892,1.031
9051,302.0012,16.754,0.559
9052,302.0346,22.478,0.750
9053,302.0680,22.478,0.750
9054,302.1013,87.698,2.926
9055,302.1347,7.493,0.250
9056,302.1681,47.976,1.601
9057,302.2014,47.976,1.601
9058,302.2348,14.985,0.500
9059,302.2682,7.493,0.250
9060,302.3015,85.428,2.850
9061,302.3349,42.384,1.414
9062,302.3683,42.384,1.414
9063,302.4016,100.802,3.363
9064,302.4350,75.299,2.512
9065,302.4684,54.029,1.803
9066,302.5017,43.689,1.458
9067,302.5351,43.689,1.458
9068,302.5685,27.015,0.901
9069,302.6018,10.596,0.354
9070,302.6352,14.985,0.500
9071,302.6686,54.546,1.820
9072,302.7019,47.976,1.601
9073,302.7353,37.463,1.250
9074,302.7687,108.059,3.606
9075,302.8020,33.508,1.118
9076,302.8354,37.463,1.250
9077,302.8688,54.029,1.803
9078,302.9021,33.508,1.118
9079,302.9355,37.463,1.250
9080,302.9689,42.384,1.414
9081,303.0022,30.892,1.031
9082,303.0356,30.892,1.031
9083,303.0690,33.508,1.118
9084,303.1023,71.080,2.372
9085,303.1357,70.684,2.358
9086,303.1691,33.508,1.118
9087,303.2024,33.508,1.118
9088,303.2358,14.985,0.500
9089,303.2692,45.575,1.521
9090,303.3025,16.754,0.559
9091,303.3359,27.015,0.901
9092,303.3693,52.448,1.750
9093,303.4026,7.493,0.250
9094,303.4360,45.575,1.521
9095,303.4694,42.384,1.414
9096,303.5027,42.384,1.414
9097,303.5361,16.754,0.559
9098,303.5695,23.693,0.791
9099,303.6028,0.000,0.000
9100,303.6362,37.463,1.250
9101,303.6696,23.693,0.791
9102,303.7029,16.754,0.559
9103,303.7363,14.985,0.500
9104,303.7697,7.493,0.250
9105,303.8030,21.192,0.707
9106,303.8364,23.693,0.791
9107,303.8698,7.493,0.250
9108,303.9031,10.596,0.354
9109,303.9365,30.892,1.031
9110,303.9699,52.980,1.768
9111,304.0032,22.478,0.750
9112,304.0366,23.693,0.791
9113,304.0700,23.693,0.791
9114,304.1033,60.407,2.016
9115,304.1367,54.029,1.803
9116,304.1701,27.015,0.901
9117,304.2034,14.985,0.500
9118,304.2368,16.754,0.559
9119,304.2702,100.802,3.363
9120,304.3035,37.463,1.250
9121,304.3369,37.463,1.250
9122,304.3703,69.078,2.305
9123,304.4036,127.373,4.250
9124,304.4370,37.463,1.250
9125,304.4704,58.518,1.953
9126,304.5037,47.976,1.601
9127,304.5371,23.693,0.791
9128,304.5705,37.463,1.250
9129,304.6038,7.493,0.250
9130,304.6372,7.493,0.250
9131,304.6706,29.970,1.000
9132,304.7039,87.377,2.915
9133,304.7373,64.453,2.151
9134,304.7707,83.769,2.795
9135,304.8040,31.788,1.061
9136,304.8374,37.463,1.250
9137,304.8708,31.788,1.061
9138,304.9041,64.453,2.151
9139,304.9375,31.788,1.061
9140,304.9709,37.463,1.250
9141,305.0042,31.788,1.061
9142,305.0376,50.261,1.677
9143,305.0710,37.463,1.250
9144,305.1043,40.348,1.346
9145,305.1377,57.061,1.904
9146,305.1711,60.407,2.016
9147,305.2044,54.546,1.820
9148,305.2378,45.575,1.521
9149,305.2712,7.493,0.250
9150,305.3045,23.693,0.791
9151,305.3379,71.080,2.372
9152,305.3713,14.985,0.500
9153,305.4046,29.970,1.000
9154,305.4380,47.387,1.581
9155,305.4714,31.788,1.061
9156,305.5047,42.384,1.414
9157,305.5381,16.754,0.559
9158,305.5715,16.754,0.559
9159,305.6048,47.976,1.601
9160,305.6382,7.493,0.250
9161,305.6716,23.693,0.791
9162,305.7049,0.000,0.000
9163,305.7383,14.985,0.500
9164,305.7717,22.478,0.750
9165,305.8050,0.000,0.000
9166,305.8384,10.596,0.354
9167,305.8718,22.478,0.750
9168,305.9051,23.693,0.791
9169,305.9385,7.493,0.250
9170,305.9719,16.754,0.559
9171,306.0052,60.407,2.016
9172,306.0386,7.493,0.250
9173,306.0720,7.493,0.250
9174,306.1053,47.976,1.601
9175,306.1387,7.493,0.250
9176,306.1721,7.493,0.250
9177,306.2054,30.892,1.031
9178,306.2388,43.689,1.458
9179,306.2722,69.078,2.305
9180,306.3055,42.384,1.414
9181,306.3389,52.980,1.768
9182,306.3723,69.078,2.305
9183,306.4056,147.586,4.924
9184,306.4390,47.976,1.601
9185,306.4724,31.788,1.061
9186,306.5057,42.384,1.414
9187,306.5391,43.689,1.458
9188,306.5725,21.192,0.707
9189,306.6058,0.000,0.000
9190,306.6392,16.754,0.559
9191,306.6726,85.428,2.850
9192,306.7059,60.407,2.016
9193,306.7393,90.222,3.010
9194,306.7727,52.980,1.768
9195,306.8060,37.463,1.250
9196,306.8394,52.980,1.768
9197,306.8728,42.384,1.414
9198,306.9061,50.261,1.677
9199,306.9395,47.976,1.601
9200,306.9729,23.693,0.791
9201,307.0062,7.493,0.250
9202,307.0396,23.693,0.791
9203,307.0730,90.222,3.010
9204,307.1063,30.892,1.031
9205,307.1397,37.463,1.250
9206,307.1731,73.793,2.462
9207,307.2064,45.575,1.521
9208,307.2398,22.478,0.750
9209,307.2732,29.970,1.000
9210,307.3065,27.015,0.901
9211,307.3399,40.348,1.346
9212,307.3733,54.546,1.820
9213,307.4066,30.892,1.031
9214,307.4400,37.463,1.250
9215,307.4734,16.754,0.559
9216,307.5067,27.015,0.901
9217,307.5401,22.478,0.750
9218,307.5735,33.508,1.118
9219,307.6068,50.261,1.677
9220,307.6402,10.596,0.354
9221,307.6736,7.493,0.250
9222,307.7069,23.693,0.791
9223,307.7403,14.985,0.500
9224,307.7737,29.970,1.000
9225,307.8070,10.596,0.354
9226,307.8404,16.754,0.559
9227,307.8738,7.493,0.250
9228,307.9071,10.596,0.354
9229,307.9405,33.508,1.118
9230,307.9739,47.387,1.581
9231,308.0072,16.754,0.559
9232,308.0406,21.192,0.707
9233,308.0740,33.508,1.118
9234,308.1073,16.754,0.559
9235,308.1407,45.575,1.521
9236,308.1741,27.015,0.901
9237,308.2074,23.693,0.791
9238,308.2408,16.754,0.559
9239,308.2742,16.754,0.559
9240,308.3075,95.951,3.202
9241,308.3409,90.222,3.010
9242,308.3743,134.030,4.472
9243,308.4076,47.387,1.581
9244,308.4410,27.015,0.901
9245,308.4744,50.261,1.677
9246,308.5077,54.029,1.803
9247,308.5411,27.015,0.901
9248,308.5745,29.970,1.000
9249,308.6078,10.596,0.354
9250,308.6412,33.508,1.118
9251,308.6746,42.384,1.414
9252,308.7079,74.172,2.475
9253,308.7413,79.647,2.658
9254,308.7747,37.463,1.250
9255,308.8080,47.976,1.601
9256,308.8414,74.925,2.500
9257,308.8748,21.192,0.707
9258,308.9081,104.089,3.473
9259,308.9415,27.015,0.901
9260,308.9749,10.596,0.354
9261,309.0082,23.693,0.791
9262,309.0416,27.015,0.901
9263,309.0750,69.078,2.305
9264,309.1083,67.015,2.236
9265,309.1417,21.192,0.707
9266,309.1751,64.016,2.136
9267,309.2084,38.205,1.275
9268,309.2418,40.348,1.346
9269,309.2752,16.754,0.559
9270,309.3085,30.892,1.031
9271,309.3419,50.261,1.677
9272,309.3753,52.448,1.750
9273,309.4086,29.970,1.000
9274,309.4420,47.387,1.581
9275,309.4754,21.192,0.707
9276,309.5087,37.463,1.250
9277,309.5421,21.192,0.707
9278,309.5755,52.980,1.768
9279,309.6088,7.493,0.250
9280,309.6422,16.754,0.559
9281,309.6756,16.754,0.559
9282,309.7089,10.596,0.354
9283,309.7423,22.478,0.750
9284,309.7757,7.493,0.250
9285,309.8090,7.493,0.250
9286,309.8424,29.970,1.000
9287,309.8758,0.000,0.000
9288,309.9091,22.478,0.750
9289,309.9425,38.205,1.275
9290,309.9759,38.205,1.275
9291,310.0092,29.970,1.000
9292,310.0426,58.518,1.953
9293,310.0760,64.016,2.136
9294,310.1093,73.793,2.462
9295,310.1427,70.684,2.358
9296,310.1761,69.078,2.305
9297,310.2094,42.384,1.414
9298,310.2428,21.192,0.707
9299,310.2762,23.693,0.791
9300,310.3095,69.078,2.305
9301,310.3429,42.384,1.414
9302,310.3763,140.772,4.697
9303,310.4096,43.689,1.458
9304,310.4430,58.518,1.953
9305,310.4764,42.384,1.414
9306,310.5097,33.508,1.118
9307,310.5431,42.384,1.414
9308,310.5765,30.892,1.031
9309,310.6098,10.596,0.354
9310,310.6432,0.000,0.000
9311,310.6766,69.078,2.305
9312,310.7099,47.387,1.581
9313,310.7433,100.802,3.363
9314,310.7767,95.951,3.202
9315,310.8100,50.261,1.677
9316,310.8434,33.508,1.118
9317,310.8768,42.384,1.414
9318,310.9101,42.384,1.414
9319,310.9435,33.508,1.118
9320,310.9769,33.508,1.118
9321,311.0102,29.970,1.000
9322,311.0436,22.478,0.750
9323,311.0770,104.359,3.482
9324,311.1103,33.508,1.118
9325,311.1437,37.463,1.250
9326,311.1771,57.061,1.904
9327,311.2104,47.387,1.581
9328,311.2438,50.261,1.677
9329,311.2772,16.754,0.559
9330,311.3105,33.508,1.118
9331,311.3439,50.261,1.677
9332,311.3773,37.463,1.250
9333,311.4106,27.015,0.901
9334,311.4440,27.015,0.901
9335,311.4774,27.015,0.901
9336,311.5107,42.384,1.414
9337,311.5441,16.754,0.559
9338,311.5775,47.387,1.581
9339,311.6108,0.000,0.000
9340,311.6442,42.384,1.414
9341,311.6776,10.596,0.354
9342,311.7109,14.985,0.500
9343,311.7443,10.596,0.354
9344,311.7777,21.192,0.707
9345,311.8110,10.596,0.354
9346,311.8444,10.596,0.354
9347,311.8778,30.892,1.031
9348,311.9111,29.970,1.000
9349,311.9445,16.754,0.559
9350,311.9779,45.575,1.521
9351,312.0112,23.693,0.791
9352,312.0446,22.478,0.750
9353,312.0780,27.015,0.901
9354,312.1113,67.848,2.264
9355,312.1447,85.428,2.850
9356,312.1781,27.015,0.901
9357,312.2114,33.508,1.118
9358,312.2448,14.985,0.500
9359,312.2782,95.951,3.202
9360,312.3115,52.980,1.768
9361,312.3449,50.261,1.677
9362,312.3783,64.453,2.151
9363,312.4116,101.909,3.400
9364,312.4450,54.029,1.803
9365,312.4784,69.078,2.305
9366,312.5117,10.596,0.354
9367,312.5451,37.463,1.250
9368,312.5785,16.754,0.559
9369,312.6118,10.596,0.354
9370,312.6452,57.061,1.904
9371,312.6786,47.976,1.601
9372,312.7119,27.015,0.901
9373,312.7453,95.951,3.202
9374,312.7787,95.951,3.202
9375,312.8120,52.980,1.768
9376,312.8454,31.788,1.061
9377,312.8788,31.788,1.061
9378,312.9121,101.909,3.400
9379,312.9455,33.508,1.118
9380,312.9789,0.000,0.000
9381,313.0122,43.689,1.458
9382,313.0456,38.205,1.275
9383,313.0790,69.078,2.305
9384,313.1123,40.348,1.346
9385,313.1457,47.387,1.581
9386,313.1791,71.080,2.372
9387,313.2124,21.192,0.707
9388,313.2458,23.693,0.791
9389,313.2792,27.015,0.901
9390,313.3125,31.788,1.061
9391,313.3459,0.000,0.000
9392,313.3793,29.970,1.000
9393,313.4126,30.892,1.031
9394,313.4460,37.463,1.250
9395,313.4794,33.508,1.118
9396,313.5127,38.205,1.275
9397,313.5461,29.970,1.000
9398,313.5795,74.172,2.475
9399,313.6128,16.754,0.559
9400,313.6462,37.463,1.250
9401,313.6796,16.754,0.559
9402,313.7129,7.493,0.250
9403,313.7463,16.754,0.559
9404,313.7797,16.754,0.559
9405,313.8130,14.985,0.500
9406,313.8464,14.985,0.500
9407,313.8798,29.970,1.000
9408,313.9131,0.000,0.000
9409,313.9465,10.596,0.354
9410,313.9798,82.418,2.750
9411,314.0132,22.478,0.750
9412,314.0466,30.892,1.031
9413,314.0799,29.970,1.000
9414,314.1133,37.463,1.250
9415,314.1467,80.697,2.693
9416,314.1800,33.508,1.118
9417,314.2134,14.985,0.500
9418,314.2468,16.754,0.559
9419,314.2801,111.384,3.717
9420,314.3135,37.463,1.250
9421,314.3469,31.788,1.061
9422,314.3802,79.647,2.658
9423,314.4136,92.677,3.092
9424,314.4470,73.793,2.462
9425,314.4803,50.261,1.677
9426,314.5137,31.788,1.061
9427,314.5471,31.788,1.061
9428,314.5804,31.788,1.061
9429,314.6138,21.192,0.707
9430,314.6472,16.754,0.559
9431,314.6805,79.647,2.658
9432,314.7139,79.647,2.658
9433,314.7473,70.684,2.358
9434,314.7806,47.976,1.601
9435,314.8140,42.384,1.414
9436,314.8474,52.980,1.768
9437,314.8807,10.596,0.354
9438,314.9141,95.951,3.202
9439,314.9475,33.508,1.118
9440,314.9808,23.693,0.791
9441,315.0142,7.493,0.250
9442,315.0476,54.029,1.803
9443,315.0809,67.015,2.236
9444,315.1143,40.348,1.346
9445,315.1477,40.348,1.346
9446,315.1810,57.061,1.904
9447,315.2144,23.693,0.791
9448,315.2478,37.463,1.250
9449,315.2811,14.985,0.500
9450,315.3145,16.754,0.559
9451,315.3479,37.463,1.250
9452,315.3812,22.478,0.750
9453,315.4146,58.518,1.953
9454,315.4480,14.985,0.500
9455,315.4813,21.192,0.707
9456,315.5147,29.970,1.000
9457,315.5481,40.348,1.346
9458,315.5814,42.384,1.414
9459,315.6148,16.754,0.559
9460,315.6482,21.192,0.707
9461,315.6815,14.985,0.500
9462,315.7149,14.985,0.500
9463,315.7483,23.693,0.791
9464,315.7816,7.493,0.250
9465,315.8150,7.493,0.250
9466,315.8484,23.693,0.791
9467,315.8817,30.892,1.031
9468,315.9151,7.493,0.250
9469,315.9485,23.693,0.791
9470,315.9818,43.689,1.458
9471,316.0152,7.493,0.250
9472,316.0486,7.493,0.250
9473,316.0819,31.788,1.061
9474,316.1153,14.985,0.500
9475,316.1487,33.508,1.118
9476,316.1820,14.985,0.500
9477,316.2154,7.493,0.250
9478,316.2488,16.754,0.559
9479,316.2821,153.734,5.130
9480,316.3155,42.384,1.414
9481,316.3489,84.768,2.828
9482,316.3822,80.697,2.693
9483,316.4156,44.955,1.500
9484,316.4490,74.925,2.500
9485,316.4823,57.061,1.904
9486,316.5157,30.892,1.031
9487,316.5491,31.788,1.061
9488,316.5824,30.892,1.031
9489,316.6158,23.693,0.791
9490,316.6492,44.955,1.500
9491,316.6825,57.061,1.904
9492,316.7159,64.453,2.151
9493,316.7493,37.463,1.250
9494,316.7826,33.508,1.118
9495,316.8160,37.463,1.250
9496,316.8494,42.384,1.414
9497,316.8827,10.596,0.354
9498,316.9161,16.754,0.559
9499,316.9495,60.407,2.016
9500,316.9828,31.788,1.061
9501,317.0162,31.788,1.061
9502,317.0496,47.387,1.581
9503,317.0829,16.754,0.559
9504,317.1163,29.970,1.000
9505,317.1497,29.970,1.000
9506,317.1830,37.463,1.250
9507,317.2164,47.976,1.601
9508,317.2498,74.925,2.500
9509,317.2831,100.802,3.363
9510,317.3165,40.348,1.346
9511,317.3499,43.689,1.458
9512,317.3832,67.015,2.236
9513,317.4166,31.788,1.061
9514,317.4500,33.508,1.118
9515,317.4833,27.015,0.901
9516,317.5167,37.463,1.250
9517,317.5501,7.493,0.250
9518,317.5834,33.508,1.118
9519,317.6168,42.384,1.414
9520,317.6502,29.970,1.000
9521,317.6835,21.192,0.707
9522,317.7169,37.463,1.250
9523,317.7503,50.261,1.677
9524,317.7836,7.493,0.250
9525,317.8170,0.000,0.000
9526,317.8504,16.754,0.559
9527,317.8837,37.463,1.250
9528,317.9171,33.508,1.118
9529,317.9505,44.955,1.500
9530,317.9838,16.754,0.559
9531,318.0172,23.693,0.791
9532,318.0506,42.384,1.414
9533,318.0839,14.985,0.500
9534,318.1173,27.015,0.901
9535,318.1507,16.754,0.559
9536,318.1840,14.985,0.500
9537,318.2174,22.478,0.750
9538,318.2508,16.754,0.559
9539,318.2841,14.985,0.500
9540,318.3175,47.976,1.601
9541,318.3509,37.463,1.250
9542,318.3842,16.754,0.559
9543,318.4176,37.463,1.250
9544,318.4510,42.384,1.414
9545,318.4843,40.348,1.346
9546,318.5177,27.015,0.901
9547,318.5511,22.478,0.750
9548,318.5844,30.892,1.031
9549,318.6178,64.016,2.136
9550,318.6512,57.061,1.904
9551,318.6845,64.453,2.151
9552,318.7179,100.802,3.363
9553,318.7513,100.802,3.363
9554,318.7846,70.684,2.358
9555,318.8180,37.463,1.250
9556,318.8514,23.693,0.791
9557,318.8847,16.754,0.559
9558,318.9181,0.000,0.000
9559,318.9515,21.192,0.707
9560,318.9848,57.061,1.904
9561,319.0182,40.348,1.346
9562,319.0516,30.892,1.031
9563,319.0849,33.508,1.118
9564,319.1183,92.677,3.092
9565,319.1517,54.546,1.820
9566,319.1850,54.546,1.820
9567,319.2184,85.428,2.850
9568,319.2518,27.015,0.901
9569,319.2851,69.078,2.305
9570,319.3185,16.754,0.559
9571,319.3519,70.684,2.358
9572,319.3852,60.407,2.016
9573,319.4186,42.384,1.414
9574,319.4520,37.463,1.250
9575,319.4853,42.384,1.414
9576,319.5187,47.976,1.601
9577,319.5521,7.493,0.250
9578,319.5854,30.892,1.031
9579,319.6188,27.015,0.901
9580,319.6522,0.000,0.000
9581,319.6855,21.192,0.707
9582,319.7189,0.000,0.000
9583,319.7523,0.000,0.000
9584,319.7856,0.000,0.000
9585,319.8190,0.000,0.000
9586,319.8524,0.000,0.000
9587,319.8857,0.000,0.000
9588,319.9191,0.000,0.000
9589,319.9525,0.000,0.000
9590,319.9858,0.000,0.000
9591,320.0192,14.985,0.500
9592,320.0526,29.970,1.000
9593,320.0859,10.596,0.354
9594,320.1193,70.684,2.358
9595,320.1527,30.892,1.031
9596,320.1860,64.016,2.136
9597,320.2194,30.892,1.031
9598,320.2528,16.754,0.559
9599,320.2861,43.689,1.458
9600,320.3195,33.508,1.118
9601,320.3529,22.478,0.750
9602,320.3862,29.970,1.000
9603,320.4196,63.576,2.121
9604,320.4530,33.508,1.118
9605,320.4863,33.508,1.118
9606,320.5197,33.508,1.118
9607,320.5531,42.384,1.414
9608,320.5864,10.596,0.354
9609,320.6198,21.192,0.707
9610,320.6532,64.453,2.151
9611,320.6865,58.518,1.953
9612,320.7199,64.453,2.151
9613,320.7533,91.458,3.052
9614,320.7866,79.647,2.658
9615,320.8200,60.407,2.016
9616,320.8534,47.976,1.601
9617,320.8867,79.647,2.658
9618,320.9201,22.478,0.750
9619,320.9535,22.478,0.750
9620,320.9868,16.754,0.559
9621,321.0202,30.892,1.031
9622,321.0536,64.453,2.151
9623,321.0869,38.205,1.275
9624,321.1203,73.793,2.462
9625,321.1537,38.205,1.275
9626,321.1870,64.016,2.136
9627,321.2204,7.493,0.250
9628,321.2538,58.518,1.953
9629,321.2871,21.192,0.707
9630,321.3205,50.261,1.677
9631,321.3539,33.508,1.118
9632,321.3872,63.576,2.121
9633,321.4206,47.976,1.601
9634,321.4540,58.518,1.953
9635,321.4873,69.078,2.305
9636,321.5207,7.493,0.250
9637,321.5541,16.754,0.559
9638,321.5874,23.693,0.791
9639,321.6208,7.493,0.250
9640,321.6542,10.596,0.354
9641,321.6875,7.493,0.250
9642,321.7209,0.000,0.000
9643,321.7543,0.000,0.000
9644,321.7876,0.000,0.000
9645,321.8210,0.000,0.000
9646,321.8544,0.000,0.000
9647,321.8877,0.000,0.000
9648,321.9211,0.000,0.000
9649,321.9545,0.000,0.000
9650,321.9878,0.000,0.000
9651,322.0212,0.000,0.000
9652,322.0546,27.015,0.901
9653,322.0879,7.493,0.250
9654,322.1213,16.754,0.559
9655,322.1547,31.788,1.061
9656,322.1880,23.693,0.791
9657,322.2214,37.463,1.250
9658,322.2548,42.384,1.414
9659,322.2881,33.508,1.118
9660,322.3215,50.261,1.677
9661,322.3549,47.976,1.601
9662,322.3882,61.785,2.062
9663,322.4216,47.976,1.601
9664,322.4550,27.015,0.901
9665,322.4883,42.384,1.414
9666,322.5217,37.463,1.250
9667,322.5551,27.015,0.901
9668,322.5884,29.970,1.000
9669,322.6218,7.493,0.250
9670,322.6552,27.015,0.901
9671,322.6885,95.364,3.182
9672,322.7219,79.647,2.658
9673,322.7553,95.364,3.182
9674,322.7886,101.909,3.400
9675,322.8220,47.976,1.601
9676,322.8554,60.407,2.016
9677,322.8887,21.192,0.707
9678,322.9221,10.596,0.354
9679,322.9555,14.985,0.500
9680,322.9888,7.493,0.250
9681,323.0222,16.754,0.559
9682,323.0556,80.697,2.693
9683,323.0889,33.508,1.118
9684,323.1223,47.387,1.581
9685,323.1557,73.793,2.462
9686,323.1890,71.080,2.372
9687,323.2224,50.261,1.677
9688,323.2558,81.044,2.704
9689,323.2891,37.463,1.250
9690,323.3225,27.015,0.901
9691,323.3559,14.985,0.500
9692,323.3892,54.029,1.803
9693,323.4226,85.428,2.850
9694,323.4560,27.015,0.901
9695,323.4893,31.788,1.061
9696,323.5227,33.508,1.118
9697,323.5561,31.788,1.061
9698,323.5894,0.000,0.000
9699,323.6228,0.000,0.000
9700,323.6562,14.985,0.500
9701,323.6895,0.000,0.000
9702,323.7229,0.000,0.000
9703,323.7563,0.000,0.000
9704,323.7896,7.493,0.250
9705,323.8230,0.000,0.000
9706,323.8564,0.000,0.000
9707,323.8897,0.000,0.000
9708,323.9231,7.493,0.250
9709,323.9565,7.493,0.250
9710,323.9898,0.000,0.000
9711,324.0232,7.493,0.250
9712,324.0566,10.596,0.354
9713,324.0899,29.970,1.000
9714,324.1233,29.970,1.000
9715,324.1567,22.478,0.750
9716,324.1900,16.754,0.559
9717,324.2234,14.985,0.500
9718,324.2568,42.384,1.414
9719,324.2901,47.387,1.581
9720,324.3235,31.788,1.061
9721,324.3569,50.261,1.677
9722,324.3902,29.970,1.000
9723,324.4236,74.925,2.500
9724,324.4570,21.192,0.707
9725,324.4903,42.384,1.414
9726,324.5237,45.575,1.521
9727,324.5571,22.478,0.750
9728,324.5904,47.976,1.601
9729,324.6238,16.754,0.559
9730,324.6572,30.892,1.031
9731,324.6905,127.593,4.257
9732,324.7239,70.684,2.358
9733,324.7573,85.428,2.850
9734,324.7906,95.951,3.202
9735,324.8240,54.029,1.803
9736,324.8574,47.976,1.601
9737,324.8907,27.015,0.901
9738,324.9241,37.463,1.250
9739,324.9575,16.754,0.559
9740,324.9908,0.000,0.000
9741,325.0242,52.980,1.768
9742,325.0576,70.684,2.358
9743,325.0909,43.689,1.458
9744,325.1243,43.689,1.458
9745,325.1577,40.348,1.346
9746,325.1910,78.224,2.610
9747,325.2244,27.015,0.901
9748,325.2578,74.925,2.500
9749,325.2911,69.078,2.305
9750,325.3245,23.693,0.791
9751,325.3579,42.384,1.414
9752,325.3912,33.508,1.118
9753,325.4246,37.463,1.250
9754,325.4580,47.976,1.601
9755,325.4913,50.261,1.677
9756,325.5247,43.689,1.458
9757,325.5581,7.493,0.250
9758,325.5914,21.192,0.707
9759,325.6248,0.000,0.000
9760,325.6582,7.493,0.250
9761,325.6915,10.596,0.354
9762,325.7249,0.000,0.000
9763,325.7583,0.000,0.000
9764,325.7916,7.493,0.250
9765,325.8250,0.000,0.000
9766,325.8584,7.493,0.250
9767,325.8917,0.000,0.000
9768,325.9251,0.000,0.000
9769,325.9585,0.000,0.000
9770,325.9918,0.000,0.000
9771,326.0252,0.000,0.000
9772,326.0586,10.596,0.354
9773,326.0919,22.478,0.750
9774,326.1253,37.463,1.250
9775,326.1587,14.985,0.500
9776,326.1920,21.192,0.707
9777,326.2254,16.754,0.559
9778,326.2588,23.693,0.791
9779,326.2921,45.575,1.521
9780,326.3255,22.478,0.750
9781,326.3589,29.970,1.000
9782,326.3922,50.261,1.677
9783,326.4256,84.768,2.828
9784,326.4590,43.689,1.458
9785,326.4923,74.172,2.475
9786,326.5257,43.689,1.458
9787,326.5591,54.029,1.803
9788,326.5924,47.387,1.581
9789,326.6258,22.478,0.750
9790,326.6592,37.463,1.250
9791,326.6925,116.556,3.889
9792,326.7259,81.044,2.704
9793,326.7593,43.689,1.458
9794,326.7926,155.909,5.202
9795,326.8260,54.029,1.803
9796,326.8594,58.518,1.953
9797,326.8927,111.384,3.717
9798,326.9261,0.000,0.000
9799,326.9595,22.478,0.750
9800,326.9928,7.493,0.250
9801,327.0262,0.000,0.000
9802,327.0596,33.508,1.118
9803,327.0929,67.015,2.236
9804,327.1263,97.403,3.250
9805,327.1597,47.387,1.581
9806,327.1930,50.261,1.677
9807,327.2264,40.348,1.346
9808,327.2598,52.980,1.768
9809,327.2931,21.192,0.707
9810,327.3265,37.463,1.250
9811,327.3599,93.881,3.132
9812,327.3932,14.985,0.500
9813,327.4266,64.453,2.151
9814,327.4600,69.078,2.305
9815,327.4933,33.508,1.118
