time,user,param,value,time_sec
00:09:28.7807403,3,phase shift,5.148721,568.7807403
00:09:28.8112072,3,phase shift,5.166175,568.8112072
00:09:28.9195244,2,phase shift,0.017453294,568.9195244
00:09:28.9374120,2,phase shift,0.0,568.937412
00:09:28.9448383,3,phase shift,5.183628,568.9448383
00:09:28.9523293,2,phase shift,6.2657323,568.9523293
00:09:28.9619051,3,phase shift,5.2010813,568.9619051
00:09:28.9701538,2,phase shift,6.2308254,568.9701538
00:09:28.9799642,3,phase shift,5.2534413,568.9799642
00:09:28.9854022,2,phase shift,6.213372,568.9854022
00:09:28.9952861,3,phase shift,5.2708945,568.9952861
00:09:29.0016263,2,phase shift,6.195919,569.0016263
00:09:29.0174278,2,phase shift,6.178466,569.0174278
00:09:29.0279249,3,phase shift,5.340708,569.0279249
00:09:29.0361206,2,phase shift,6.143559,569.0361206
00:09:29.0445837,3,phase shift,5.4628806,569.0445837
00:09:29.0541903,2,phase shift,6.1086526,569.0541903
00:09:29.0619932,3,phase shift,5.602507,569.0619932
00:09:29.0694705,2,phase shift,6.0911994,569.0694705
00:09:29.0807096,3,phase shift,5.759587,569.0807096
00:09:29.0868326,2,phase shift,6.0562925,569.0868326
00:09:29.0960825,3,phase shift,5.8293996,569.0960825
00:09:29.1016901,2,phase shift,6.003933,569.1016901
00:09:29.1137873,3,phase shift,5.8643064,569.1137873
00:09:29.1190280,2,phase shift,5.8992133,569.119028
00:09:29.1296891,3,phase shift,5.8817596,569.1296891
00:09:29.1361596,2,phase shift,5.759587,569.1361596
00:09:29.1436679,3,phase shift,5.8992133,569.1436679
00:09:29.1534296,2,phase shift,5.6897736,569.1534296
00:09:29.1627808,3,phase shift,5.9166665,569.1627808
00:09:29.1689022,2,phase shift,5.602507,569.1689022
00:09:29.1870246,2,phase shift,5.532694,569.1870246
00:09:29.1944532,3,phase shift,5.934119,569.1944532
00:09:29.2034960,2,phase shift,5.4977875,569.203496
00:09:29.2115750,3,phase shift,5.951573,569.211575
00:09:29.2210992,2,phase shift,5.4454274,569.2210992
00:09:29.2295591,3,phase shift,5.9864798,569.2295591
00:09:29.2361779,2,phase shift,5.4105206,569.2361779
00:09:29.2437952,3,phase shift,6.003933,569.2437952
00:09:29.2525598,2,phase shift,5.358161,569.2525598
00:09:29.2623053,3,phase shift,6.021386,569.2623053
00:09:29.2723630,2,phase shift,5.323254,569.272363
00:09:29.2848325,2,phase shift,5.2534413,569.2848325
00:09:29.2944542,3,phase shift,6.0562925,569.2944542
00:09:29.3036325,2,phase shift,5.2359877,569.3036325
00:09:29.3117558,3,phase shift,6.0737457,569.3117558
00:09:29.3195939,2,phase shift,5.183628,569.3195939
00:09:29.3365107,2,phase shift,5.0963616,569.3365107
00:09:29.3550861,2,phase shift,5.0265484,569.3550861
00:09:29.3684669,2,phase shift,4.9218287,569.3684669
00:09:29.3798480,3,phase shift,6.0911994,569.379848
00:09:29.3854501,2,phase shift,4.8520155,569.3854501
00:09:29.3954198,3,phase shift,6.1086526,569.3954198
00:09:29.4022311,2,phase shift,4.764749,569.4022311
00:09:29.4213324,2,phase shift,4.6076694,569.4213324
00:09:29.4355419,2,phase shift,4.520403,569.4355419
00:09:29.4436286,3,phase shift,6.126106,569.4436286
00:09:29.4533474,2,phase shift,4.4156833,569.4533474
00:09:29.4618811,3,phase shift,6.143559,569.4618811
00:09:29.4781203,3,phase shift,6.161012,569.4781203
00:09:29.5243873,3,phase shift,6.195919,569.5243873
00:09:29.5957666,3,phase shift,6.213372,569.5957666
00:09:29.6124098,3,phase shift,6.2308254,569.6124098
00:09:29.6628804,3,phase shift,6.2482786,569.6628804
00:09:29.7295717,3,phase shift,6.2657323,569.7295717
00:09:29.8115619,3,phase shift,0.0,569.8115619
00:09:29.8461423,3,phase shift,0.017453294,569.8461423
00:09:30.6382938,2,phase shift,4.6600294,570.6382938
00:09:30.6538224,2,phase shift,4.6774826,570.6538224
00:09:30.6680695,2,phase shift,4.694936,570.6680695
00:09:30.6855809,2,phase shift,4.712389,570.6855809
00:09:30.7029120,2,phase shift,4.729842,570.702912
00:09:30.7189704,2,phase shift,4.764749,570.7189704
00:09:30.7507814,2,phase shift,4.7822022,570.7507814
00:09:30.7877293,2,phase shift,4.7996554,570.7877293
00:09:30.8704738,2,phase shift,4.8171086,570.8704738
00:09:30.9522223,2,phase shift,4.7996554,570.9522223
00:09:31.1031390,2,phase shift,4.7822022,571.103139
00:09:31.1531024,2,phase shift,4.764749,571.1531024
00:09:31.1694847,2,phase shift,4.747296,571.1694847
00:09:31.4033712,2,phase shift,4.729842,571.4033712
00:09:31.5035268,2,phase shift,4.712389,571.5035268
00:09:37.2759539,0,frequency,1.0,577.2759539
00:09:37.2764671,0,frequency,1.0,577.2764671
00:09:37.2775343,0,frequency,1.0,577.2775343
00:09:37.2780542,0,frequency,1.0,577.2780542
00:09:38.5031491,0,frequency,1.1,578.5031491
00:09:38.5036546,0,frequency,1.1,578.5036546
00:09:38.5047147,0,frequency,1.1,578.5047147
00:09:38.5052270,0,frequency,1.1,578.505227
00:09:39.0733288,0,frequency,1.2,579.0733288
00:09:39.0738336,0,frequency,1.2,579.0738336
00:09:39.0748933,0,frequency,1.2,579.0748933
00:09:39.0754037,0,frequency,1.2,579.0754037
00:09:46.6563342,2,phase shift,4.8171086,586.6563342
00:09:47.2221465,2,phase shift,4.8345623,587.2221465
00:09:47.2380590,2,phase shift,4.8694687,587.238059
00:09:48.7214441,2,phase shift,5.8817596,588.7214441
00:09:48.9549488,2,phase shift,5.8643064,588.9549488
00:09:48.9710426,2,phase shift,5.794493,588.9710426
00:09:48.9874297,2,phase shift,5.7072268,588.9874297
00:09:49.0047790,2,phase shift,5.602507,589.004779
00:09:49.0208385,2,phase shift,5.4803343,589.0208385
00:09:49.0362941,2,phase shift,5.4279737,589.0362941
00:09:49.0534565,2,phase shift,5.393068,589.0534565
00:09:49.0915196,2,phase shift,5.375614,589.0915196
00:09:49.4029569,2,phase shift,5.393068,589.4029569
00:09:49.4531501,2,phase shift,5.4279737,589.4531501
00:09:49.4690974,2,phase shift,5.4454274,589.4690974
00:09:49.4857135,2,phase shift,5.4803343,589.4857135
00:09:49.5093358,2,phase shift,5.532694,589.5093358
00:09:49.5224079,2,phase shift,5.602507,589.5224079
00:09:49.5362001,2,phase shift,5.6199603,589.5362001
00:09:49.5681709,2,phase shift,5.6723204,589.5681709
00:09:49.6184260,2,phase shift,5.6897736,589.618426
00:09:49.6686441,2,phase shift,5.7072268,589.6686441
00:09:49.6876770,2,phase shift,5.742133,589.687677
00:09:49.7203319,2,phase shift,5.77704,589.7203319
00:09:49.7355549,2,phase shift,5.8293996,589.7355549
00:09:49.7523557,2,phase shift,5.8468533,589.7523557
00:09:49.7687672,2,phase shift,5.8817596,589.7687672
00:09:49.7971688,2,phase shift,5.8992133,589.7971688
00:09:49.8028001,2,phase shift,5.9166665,589.8028001
00:09:49.8180937,2,phase shift,5.934119,589.8180937
00:09:49.8352189,2,phase shift,5.969026,589.8352189
00:09:49.8525766,2,phase shift,5.9864798,589.8525766
00:09:49.9025572,2,phase shift,6.021386,589.9025572
00:09:49.9183227,2,phase shift,6.0388393,589.9183227
00:09:49.9502183,2,phase shift,6.0737457,589.9502183
00:09:49.9867120,2,phase shift,6.0911994,589.986712
00:09:50.0035900,2,phase shift,6.1086526,590.00359
00:09:50.0211764,2,phase shift,6.126106,590.0211764000001
00:09:50.0375768,2,phase shift,6.143559,590.0375768
00:09:50.0857098,2,phase shift,6.161012,590.0857098
00:09:50.1198284,2,phase shift,6.195919,590.1198284
00:09:50.1527337,2,phase shift,6.213372,590.1527337
00:09:50.1833917,2,phase shift,6.2308254,590.1833917
00:09:50.2188779,2,phase shift,6.2482786,590.2188779
00:09:50.2461284,2,phase shift,6.2657323,590.2461284
00:09:50.2522332,2,phase shift,0.0,590.2522332
00:09:50.2696558,2,phase shift,0.017453294,590.2696558
00:09:50.3009318,2,phase shift,0.03490659,590.3009318
00:09:51.7326393,0,frequency,0.5,591.7326393
00:09:51.7331433,0,frequency,0.5,591.7331433
00:09:51.7342017,0,frequency,0.5,591.7342017
00:09:51.7347069,0,frequency,0.5,591.7347069
00:09:53.8562299,2,phase shift,0.017453294,593.8562299
00:09:58.8047812,2,phase shift,0.0,598.8047812
00:09:58.8212732,2,phase shift,6.2482786,598.8212732
00:09:58.8540571,2,phase shift,6.2308254,598.8540571
00:09:59.0368317,2,phase shift,6.213372,599.0368317
00:09:59.0874450,2,phase shift,6.195919,599.087445
00:09:59.2704942,2,phase shift,6.213372,599.2704942
00:09:59.3206747,2,phase shift,6.2482786,599.3206747
00:09:59.3701949,2,phase shift,6.2657323,599.3701949
00:09:59.3860399,2,phase shift,0.0,599.3860399
00:09:59.4369013,2,phase shift,0.017453294,599.4369013
00:09:59.5050735,2,phase shift,0.03490659,599.5050735
00:10:01.0217279,2,phase shift,0.017453294,601.0217279
00:10:01.0530853,2,phase shift,0.0,601.0530853
00:10:01.0721754,2,phase shift,6.2657323,601.0721754
00:10:01.0882002,2,phase shift,6.2482786,601.0882002
00:10:01.1196107,2,phase shift,6.2308254,601.1196107
00:10:01.1536406,2,phase shift,6.213372,601.1536406
00:10:01.1705801,2,phase shift,6.195919,601.1705801
00:10:01.1882277,2,phase shift,6.178466,601.1882277
00:10:01.2201748,2,phase shift,6.161012,601.2201748
00:10:01.5224089,2,phase shift,6.178466,601.5224089
00:10:01.5362730,2,phase shift,6.195919,601.536273
00:10:01.5711649,2,phase shift,6.213372,601.5711649
00:10:01.6210462,2,phase shift,6.2308254,601.6210462
00:10:01.6716333,2,phase shift,6.2482786,601.6716333
00:10:01.8373483,2,phase shift,6.2657323,601.8373483
00:10:01.8868171,2,phase shift,0.0,601.8868171
00:10:02.1215409,2,phase shift,0.017453294,602.1215409
00:10:02.1550023,2,phase shift,0.03490659,602.1550023
00:10:02.6042446,2,phase shift,0.017453294,602.6042446
00:10:02.7043045,2,phase shift,0.0,602.7043045
00:10:02.7858455,2,phase shift,6.2657323,602.7858455
00:10:02.8384523,2,phase shift,6.2482786,602.8384523
00:10:03.4391115,2,phase shift,6.2657323,603.4391115
00:10:03.5042591,2,phase shift,0.0,603.5042591
00:10:03.6363399,2,phase shift,0.017453294,603.6363399
00:10:03.6870886,2,phase shift,0.03490659,603.6870886
00:10:04.3560455,2,phase shift,0.017453294,604.3560455
00:10:04.4866661,2,phase shift,0.0,604.4866661
00:10:04.6724265,2,phase shift,6.2657323,604.6724265
00:10:05.7945807,2,phase shift,5.148721,605.7945807
00:10:07.4208062,2,phase shift,5.2359877,607.4208062
00:10:08.1887026,2,phase shift,6.126106,608.1887025999999
00:10:08.4219022,2,phase shift,6.0562925,608.4219022
00:10:08.4378704,2,phase shift,5.934119,608.4378704
00:10:08.4545809,2,phase shift,5.8643064,608.4545809
00:10:08.4718794,2,phase shift,5.811947,608.4718794
00:10:08.4871772,2,phase shift,5.77704,608.4871772
00:10:08.5067544,2,phase shift,5.759587,608.5067544
00:10:08.5373906,2,phase shift,5.72468,608.5373906
00:10:08.5721884,2,phase shift,5.7072268,608.5721884
00:10:08.8060517,2,phase shift,5.72468,608.8060517
00:10:09.0057402,2,phase shift,5.6897736,609.0057402
00:10:09.0211457,2,phase shift,5.6723204,609.0211457
00:10:09.0375918,2,phase shift,5.6374135,609.0375918
00:10:09.0560220,2,phase shift,5.6199603,609.056022
00:10:09.0707710,2,phase shift,5.585054,609.070771
00:10:09.0851628,2,phase shift,5.5676007,609.0851628
00:10:09.1202759,2,phase shift,5.550147,609.1202759
00:10:09.5723449,2,phase shift,5.532694,609.5723449
00:10:09.8490475,0,frequency,0.7,609.8490475
00:10:09.8495544,0,frequency,0.7,609.8495544
00:10:09.8506148,0,frequency,0.7,609.8506148
00:10:09.8511237,0,frequency,0.7,609.8511237
00:10:09.9892174,2,phase shift,5.5152407,609.9892174
00:10:10.2718964,2,phase shift,5.4977875,610.2718964
00:10:10.3382497,2,phase shift,5.4803343,610.3382497
00:10:10.3552225,2,phase shift,5.4628806,610.3552225
00:10:10.3879041,2,phase shift,5.4279737,610.3879041
00:10:10.4037004,2,phase shift,5.4105206,610.4037004
00:10:10.4362620,2,phase shift,5.393068,610.4362619999999
00:10:10.4544862,2,phase shift,5.375614,610.4544862
00:10:10.4703590,2,phase shift,5.358161,610.470359
00:10:10.4883524,2,phase shift,5.340708,610.4883524
00:10:10.5057122,2,phase shift,5.323254,610.5057122
00:10:10.5207873,2,phase shift,5.305801,610.5207873
00:10:10.5377283,2,phase shift,5.2883477,610.5377283
00:10:10.5548871,2,phase shift,5.2708945,610.5548871
00:10:10.5873724,2,phase shift,5.2534413,610.5873724
00:10:10.6213924,2,phase shift,5.2185345,610.6213924
00:10:10.6362816,2,phase shift,5.183628,610.6362816
00:10:10.6532859,2,phase shift,5.166175,610.6532859
00:10:10.6877500,2,phase shift,5.113815,610.68775
00:10:10.7038152,2,phase shift,5.0789084,610.7038152
00:10:10.7234238,2,phase shift,5.0440016,610.7234238
00:10:10.7381187,2,phase shift,5.0090947,610.7381187
00:10:10.7547377,2,phase shift,4.974189,610.7547377
00:10:10.7702611,2,phase shift,4.956735,610.7702611
00:10:10.7870013,2,phase shift,4.939282,610.7870013
00:10:10.8055764,2,phase shift,4.9218287,610.8055764
00:10:10.8206456,2,phase shift,4.8869224,610.8206456
00:10:10.8366490,2,phase shift,4.8694687,610.836649
00:10:10.8707728,2,phase shift,4.8520155,610.8707728
00:10:10.8884944,2,phase shift,4.8345623,610.8884944
00:10:10.9219934,2,phase shift,4.8171086,610.9219934
00:10:10.9538840,2,phase shift,4.7996554,610.953884
00:10:11.5029693,0,frequency,0.8,611.5029693
00:10:11.5034760,0,frequency,0.8,611.503476
00:10:11.5045362,0,frequency,0.8,611.5045362
00:10:11.5050485,0,frequency,0.8,611.5050485
00:10:11.9040034,0,frequency,0.9,611.9040034
00:10:11.9045095,0,frequency,0.9,611.9045095
00:10:11.9055716,0,frequency,0.9,611.9055716
00:10:11.9060858,0,frequency,0.9,611.9060858
00:10:18.2409728,2,phase shift,4.7822022,618.2409728
00:10:18.7471371,3,phase shift,5.550147,618.7471371
00:10:18.9720853,2,phase shift,4.7996554,618.9720853
00:10:18.9877875,2,phase shift,4.8345623,618.9877875
00:10:19.0057666,2,phase shift,4.8694687,619.0057666
00:10:19.0216543,2,phase shift,4.9218287,619.0216543
00:10:19.0309742,3,phase shift,5.742133,619.0309742
00:10:19.0365666,2,phase shift,4.939282,619.0365666
00:10:19.0537744,2,phase shift,4.974189,619.0537744
00:10:19.0695915,2,phase shift,5.0090947,619.0695915
00:10:19.0865964,2,phase shift,5.0614552,619.0865964
00:10:19.1038891,2,phase shift,5.0789084,619.1038891
00:10:19.1548244,2,phase shift,5.0963616,619.1548244
00:10:19.1709987,2,phase shift,5.113815,619.1709987
00:10:19.1888140,2,phase shift,5.131268,619.188814
00:10:19.2044509,2,phase shift,5.148721,619.2044509
00:10:19.2189332,2,phase shift,5.166175,619.2189332
00:10:19.2379396,2,phase shift,5.183628,619.2379396
00:10:19.2556669,2,phase shift,5.2359877,619.2556669
00:10:19.2708266,2,phase shift,5.2534413,619.2708266
00:10:19.2893511,2,phase shift,5.2883477,619.2893511
00:10:19.3042578,2,phase shift,5.340708,619.3042578
00:10:19.3231222,2,phase shift,5.358161,619.3231222
00:10:19.3366591,2,phase shift,5.375614,619.3366591
00:10:19.3717822,2,phase shift,5.4279737,619.3717822
00:10:19.4041287,2,phase shift,5.4454274,619.4041287
00:10:19.4375912,2,phase shift,5.4628806,619.4375912
00:10:19.4548670,2,phase shift,5.4977875,619.454867
00:10:19.4896761,2,phase shift,5.5152407,619.4896761
00:10:19.5036008,2,phase shift,5.550147,619.5036008
00:10:19.5218271,2,phase shift,5.5676007,619.5218271
00:10:19.5373924,2,phase shift,5.585054,619.5373924
00:10:19.5539201,2,phase shift,5.602507,619.5539201
00:10:19.5702113,2,phase shift,5.6548667,619.5702113
00:10:19.5870960,2,phase shift,5.6723204,619.587096
00:10:19.6041503,2,phase shift,5.7072268,619.6041503
00:10:19.6207246,2,phase shift,5.72468,619.6207246
00:10:19.6378742,2,phase shift,5.742133,619.6378741999999
00:10:19.6552691,2,phase shift,5.794493,619.6552691
00:10:19.6699662,2,phase shift,5.811947,619.6699662
00:10:19.6826706,0,frequency,0.8,619.6826706
00:10:19.6831708,0,frequency,0.8,619.6831708
00:10:19.6842236,0,frequency,0.8,619.6842236
00:10:19.6847257,0,frequency,0.8,619.6847257
00:10:19.6887763,2,phase shift,5.8817596,619.6887763
00:10:19.7047396,2,phase shift,5.9166665,619.7047396
00:10:19.7237148,2,phase shift,5.934119,619.7237148
00:10:19.7368429,2,phase shift,5.969026,619.7368429
00:10:19.7560557,2,phase shift,5.9864798,619.7560557
00:10:19.7718171,2,phase shift,6.0388393,619.7718171
00:10:19.8039754,2,phase shift,6.0737457,619.8039754
00:10:19.8205859,2,phase shift,6.0911994,619.8205859
00:10:19.8384570,2,phase shift,6.1086526,619.838457
00:10:19.8554550,2,phase shift,6.126106,619.855455
00:10:19.8798145,3,phase shift,0.017453294,619.8798145
00:10:19.8837122,0,frequency,0.7,619.8837122
00:10:19.8842225,0,frequency,0.7,619.8842225
00:10:19.8852858,0,frequency,0.7,619.8852858
00:10:19.8858013,0,frequency,0.7,619.8858013
00:10:19.8861518,2,phase shift,6.143559,619.8861518
00:10:19.9031457,2,phase shift,6.161012,619.9031457
00:10:19.9364540,2,phase shift,6.195919,619.936454
00:10:19.9711215,2,phase shift,6.213372,619.9711215
00:10:19.9884583,2,phase shift,6.2308254,619.9884583
00:10:20.0074222,2,phase shift,6.2482786,620.0074222
00:10:20.0227110,2,phase shift,6.2657323,620.022711
00:10:20.0458808,2,phase shift,0.0,620.0458808
00:10:20.0547833,2,phase shift,0.017453294,620.0547833
00:10:20.1213018,2,phase shift,0.03490659,620.1213018
00:10:20.1555467,2,phase shift,0.052359883,620.1555467
00:10:20.1801214,3,phase shift,6.213372,620.1801214
00:10:20.1948147,3,phase shift,6.178466,620.1948147
00:10:20.2144128,3,phase shift,6.161012,620.2144128
00:10:20.2304789,3,phase shift,6.143559,620.2304789
00:10:20.2467458,3,phase shift,6.1086526,620.2467458
00:10:20.2670435,0,frequency,0.6,620.2670435
00:10:20.2675565,0,frequency,0.6,620.2675565
00:10:20.2686243,0,frequency,0.6,620.2686243
00:10:20.2691450,0,frequency,0.6,620.269145
00:10:20.2804793,3,phase shift,6.0911994,620.2804793
00:10:20.2834299,0,frequency,0.5,620.2834299
00:10:20.2839430,0,frequency,0.5,620.283943
00:10:20.2850108,0,frequency,0.5,620.2850108
00:10:20.2855313,0,frequency,0.5,620.2855313
00:10:20.3018446,0,frequency,0.4,620.3018446
00:10:20.3023577,0,frequency,0.4,620.3023577
00:10:20.3034247,0,frequency,0.4,620.3034247
00:10:20.3039456,0,frequency,0.4,620.3039456
00:10:20.3169293,0,frequency,0.3,620.3169293
00:10:20.3174432,0,frequency,0.3,620.3174432
00:10:20.3185117,0,frequency,0.3,620.3185117
00:10:20.3190338,0,frequency,0.3,620.3190337999999
00:10:20.3322383,3,phase shift,6.0737457,620.3322383
00:10:20.3496562,0,frequency,0.2,620.3496562
00:10:20.3501585,0,frequency,0.2,620.3501585
00:10:20.3512151,0,frequency,0.2,620.3512151
00:10:20.3517217,0,frequency,0.2,620.3517217
00:10:20.3634987,3,phase shift,6.0911994,620.3634987
00:10:20.3677276,0,frequency,0.1,620.3677276
00:10:20.3682404,0,frequency,0.1,620.3682404
00:10:20.3693080,0,frequency,0.1,620.369308
00:10:20.3698290,0,frequency,0.1,620.369829
00:10:20.3825850,3,phase shift,6.0737457,620.382585
00:10:20.3964584,3,phase shift,6.0388393,620.3964584
00:10:20.4130220,3,phase shift,5.969026,620.413022
00:10:20.4321674,3,phase shift,5.8468533,620.4321674
00:10:20.4330300,0,frequency,0.0,620.43303
00:10:20.4335330,0,frequency,0.0,620.433533
00:10:20.4345877,0,frequency,0.0,620.4345877
00:10:20.4349467,0,frequency,0.0,620.4349467
00:10:20.4491426,3,phase shift,5.6723204,620.4491426
00:10:20.4623911,3,phase shift,5.585054,620.4623911
00:10:20.4793261,3,phase shift,5.550147,620.4793261
00:10:20.4954236,3,phase shift,5.5152407,620.4954236
00:10:20.5140184,3,phase shift,5.4803343,620.5140184
00:10:20.5293796,3,phase shift,5.4628806,620.5293796
00:10:20.5471430,3,phase shift,5.4454274,620.547143
00:10:20.5621857,3,phase shift,5.4105206,620.5621857
00:10:20.5792472,3,phase shift,5.358161,620.5792472
00:10:20.5966162,3,phase shift,5.340708,620.5966162
00:10:20.6125079,3,phase shift,5.305801,620.6125079
00:10:20.6306927,3,phase shift,5.2534413,620.6306927
00:10:20.6475722,3,phase shift,5.183628,620.6475722
00:10:20.6628208,3,phase shift,5.0789084,620.6628208
00:10:20.6798168,3,phase shift,5.0090947,620.6798168
00:10:20.6971988,3,phase shift,4.991642,620.6971988
00:10:20.7129500,3,phase shift,4.974189,620.71295
00:10:20.7301670,3,phase shift,4.956735,620.730167
00:10:20.7637707,3,phase shift,4.939282,620.7637707
00:10:20.7971241,3,phase shift,4.904375,620.7971241
00:10:20.8126091,3,phase shift,4.8869224,620.8126091
00:10:20.8818116,3,phase shift,4.8694687,620.8818116
00:10:20.8969052,3,phase shift,4.8520155,620.8969052
00:10:20.9293457,3,phase shift,4.8171086,620.9293457
00:10:21.1623335,3,phase shift,4.8345623,621.1623335
00:10:21.1966456,3,phase shift,4.8520155,621.1966456
00:10:21.2644100,3,phase shift,4.8694687,621.26441
00:10:21.2948723,3,phase shift,4.8869224,621.2948723
00:10:21.3797309,3,phase shift,4.9218287,621.3797309
00:10:21.5483798,3,phase shift,4.904375,621.5483798
00:10:21.5972142,3,phase shift,4.8869224,621.5972142
00:10:21.6305038,3,phase shift,4.8694687,621.6305038
00:10:23.9849866,0,frequency,0.1,623.9849866
00:10:23.9854911,0,frequency,0.1,623.9854911
00:10:23.9865455,0,frequency,0.1,623.9865455
00:10:23.9870421,0,frequency,0.1,623.9870421
00:10:24.0010481,0,frequency,0.2,624.0010481
00:10:24.0015556,0,frequency,0.2,624.0015556
00:10:24.0026179,0,frequency,0.2,624.0026179
00:10:24.0031257,0,frequency,0.2,624.0031257
00:10:24.0185528,0,frequency,0.3,624.0185528
00:10:24.0190658,0,frequency,0.3,624.0190658
00:10:24.0201329,0,frequency,0.3,624.0201329
00:10:24.0206534,0,frequency,0.3,624.0206534
00:10:24.0504477,0,frequency,0.4,624.0504477
00:10:24.0509603,0,frequency,0.4,624.0509603
00:10:24.0520278,0,frequency,0.4,624.0520278
00:10:24.0525471,0,frequency,0.4,624.0525471
00:10:24.1181799,0,frequency,0.5,624.1181799
00:10:24.1186767,0,frequency,0.5,624.1186767
00:10:24.1197364,0,frequency,0.5,624.1197364
00:10:24.1202468,0,frequency,0.5,624.1202468
00:10:24.1360794,0,frequency,0.6,624.1360794
00:10:24.1365863,0,frequency,0.6,624.1365863
00:10:24.1376437,0,frequency,0.6,624.1376437
00:10:24.1381591,0,frequency,0.6,624.1381591
00:10:24.1511637,0,frequency,0.7,624.1511637
00:10:24.1516763,0,frequency,0.7,624.1516763
00:10:24.1527438,0,frequency,0.7,624.1527438
00:10:24.1532643,0,frequency,0.7,624.1532643
00:10:24.2005126,0,frequency,0.8,624.2005126
00:10:24.2010124,0,frequency,0.8,624.2010124
00:10:24.2020753,0,frequency,0.8,624.2020753
00:10:24.2025900,0,frequency,0.8,624.20259
00:10:24.2338486,0,frequency,0.9,624.2338486
00:10:24.2343508,0,frequency,0.9,624.2343508
00:10:24.2354070,0,frequency,0.9,624.235407
00:10:24.2356567,0,frequency,0.9,624.2356567
00:10:24.2507399,0,frequency,1.0,624.2507399
00:10:24.2512511,0,frequency,1.0,624.2512511
00:10:24.2523063,0,frequency,1.0,624.2523063
00:10:24.2527842,0,frequency,1.0,624.2527842
00:10:24.5517645,0,frequency,1.1,624.5517645
00:10:24.5522726,0,frequency,1.1,624.5522726
00:10:24.5533353,0,frequency,1.1,624.5533353
00:10:24.5538434,0,frequency,1.1,624.5538434
00:10:24.5840620,0,frequency,1.2,624.584062
00:10:24.5845699,0,frequency,1.2,624.5845699
00:10:24.5856324,0,frequency,1.2,624.5856324
00:10:24.5861460,0,frequency,1.2,624.586146
00:10:24.6024720,0,frequency,1.3,624.602472
00:10:24.6029801,0,frequency,1.3,624.6029801
00:10:24.6040409,0,frequency,1.3,624.6040409
00:10:24.6045608,0,frequency,1.3,624.6045608
00:10:24.7175466,0,frequency,1.4,624.7175466
00:10:24.7180543,0,frequency,1.4,624.7180543
00:10:24.7191163,0,frequency,1.4,624.7191163
00:10:24.7196302,0,frequency,1.4,624.7196302
00:10:25.3508034,0,frequency,1.5,625.3508034
00:10:25.3512982,0,frequency,1.5,625.3512982
00:10:25.3523473,0,frequency,1.5,625.3523473
00:10:25.3528445,0,frequency,1.5,625.3528445
00:10:25.4329404,0,frequency,1.6,625.4329404
00:10:25.4334477,0,frequency,1.6,625.4334477
00:10:25.4345080,0,frequency,1.6,625.434508
00:10:25.4350200,0,frequency,1.6,625.43502
00:10:28.5340761,0,frequency,1.5,628.5340761
00:10:28.5345835,0,frequency,1.5,628.5345835
00:10:28.5356451,0,frequency,1.5,628.5356451
00:10:28.5361587,0,frequency,1.5,628.5361587
00:10:28.6021078,0,frequency,1.4,628.6021078
00:10:28.6026129,0,frequency,1.4,628.6026129
00:10:28.6036644,0,frequency,1.4,628.6036644
00:10:28.6041757,0,frequency,1.4,628.6041757
00:10:28.7016331,0,frequency,1.3,628.7016331
00:10:28.7021349,0,frequency,1.3,628.7021349
00:10:28.7031916,0,frequency,1.3,628.7031916
00:10:28.7036985,0,frequency,1.3,628.7036985
00:10:29.8843600,0,frequency,1.2,629.88436
00:10:29.8848684,0,frequency,1.2,629.8848684
00:10:29.8859312,0,frequency,1.2,629.8859312
00:10:29.8864456,0,frequency,1.2,629.8864456
00:10:29.9516460,0,frequency,1.1,629.951646
00:10:29.9521522,0,frequency,1.1,629.9521522
00:10:29.9532124,0,frequency,1.1,629.9532124
00:10:29.9537242,0,frequency,1.1,629.9537242
00:10:31.6009333,0,frequency,1.0,631.6009333
00:10:31.6014393,0,frequency,1.0,631.6014393
00:10:31.6024996,0,frequency,1.0,631.6024996
00:10:31.6030113,0,frequency,1.0,631.6030113
00:10:32.0017855,0,frequency,0.9,632.0017855
00:10:32.0022884,0,frequency,0.9,632.0022884
00:10:32.0033461,0,frequency,0.9,632.0033461
00:10:32.0038547,0,frequency,0.9,632.0038547
00:10:32.0670181,0,frequency,0.8,632.0670181
00:10:32.0675263,0,frequency,0.8,632.0675263
00:10:32.0685886,0,frequency,0.8,632.0685886
00:10:32.0691002,0,frequency,0.8,632.0691002
00:10:32.6841132,0,frequency,0.9,632.6841132
00:10:32.6846215,0,frequency,0.9,632.6846215
00:10:32.6856841,0,frequency,0.9,632.6856841
00:10:32.6861993,0,frequency,0.9,632.6861993
00:10:33.3505718,0,frequency,1.0,633.3505718
00:10:33.3510791,0,frequency,1.0,633.3510791
00:10:33.3521410,0,frequency,1.0,633.352141
00:10:33.3526543,0,frequency,1.0,633.3526543
00:10:37.3710465,2,offset,99.0,637.3710465
00:10:37.5670740,0,frequency,1.1,637.567074
00:10:37.5675821,0,frequency,1.1,637.5675821
00:10:37.5686450,0,frequency,1.1,637.568645
00:10:37.5691583,0,frequency,1.1,637.5691583
00:10:42.5421299,0,frequency,0.6,642.5421299
00:10:42.5426400,0,frequency,0.6,642.54264
00:10:42.5437039,0,frequency,0.6,642.5437039
00:10:42.5442187,0,frequency,0.6,642.5442187
00:10:44.2910628,3,phase shift,4.8171086,644.2910628
